scope,model,label,mode,cue,population,turn,metric,numerator,denominator,judgments,estimate,lower_95,upper_95,unit
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_correct_not_yet_wrong,3,first_error_hazard,0,677,677,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_wrong,3,first_correction,0,190,190,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_correct_final_wrong,3,final_error_first_at_this_turn,0,7,7,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_correct_ever_wrong,3,recovered_by_final,0,7,7,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_correct_ever_wrong,3,wrong_at_final,7,7,7,100.0,100.0,100.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_correct_ever_wrong,3,abstaining_at_final,0,7,7,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_wrong,3,ever_corrected,3,190,190,1.5789473684210527,0.0,3.5897435897435894,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_wrong,3,never_corrected,187,190,190,98.42105263157895,96.41025641025641,100.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_wrong_ever_corrected,3,correction_lost,0,3,3,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,initial_wrong_ever_corrected,3,correct_at_final,3,3,3,100.0,100.0,100.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct,1,first_error,283,398,398,71.10552763819096,66.58352548277549,75.51133786848072,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct,1,cumulative_error,283,398,398,71.10552763819096,66.58352548277549,75.51133786848072,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct_not_yet_wrong,1,first_error_hazard,283,398,398,71.10552763819096,66.58352548277549,75.51133786848072,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_wrong,1,first_correction,67,82,82,81.70731707317073,72.7241594022416,89.6564401622718,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct_final_wrong,1,final_error_first_at_this_turn,271,326,326,83.12883435582822,79.04723502304148,87.31574048098749,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct,2,first_error,49,398,398,12.311557788944723,9.020103092783506,15.539670343742563,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct,2,cumulative_error,332,398,398,83.41708542713567,79.4617656610965,87.11378483209145,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct_not_yet_wrong,2,first_error_hazard,49,115,115,42.608695652173914,33.62050854824688,51.92307692307693,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_wrong,2,first_correction,7,82,82,8.536585365853659,2.815923317683881,15.277777777777779,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct_final_wrong,2,final_error_first_at_this_turn,42,326,326,12.883435582822086,9.393718740806118,16.517616342457103,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct,3,first_error,13,398,398,3.2663316582914574,1.530612244897959,5.037833485892202,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct,3,cumulative_error,345,398,398,86.68341708542714,83.08080808080808,89.97430916623178,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct_not_yet_wrong,3,first_error_hazard,13,66,66,19.696969696969695,10.0,29.828947368421026,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_wrong,3,first_correction,2,82,82,2.4390243902439024,0.0,6.024096385542169,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct_final_wrong,3,final_error_first_at_this_turn,13,326,326,3.9877300613496933,1.910828025477707,6.148991784914115,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct_ever_wrong,3,recovered_by_final,18,345,345,5.217391304347826,2.93233695186157,7.758620689655173,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct_ever_wrong,3,wrong_at_final,326,345,345,94.4927536231884,91.93046903311533,96.89287419431845,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_correct_ever_wrong,3,abstaining_at_final,1,345,345,0.2898550724637681,0.0,0.906344410876133,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_wrong,3,ever_corrected,76,82,82,92.6829268292683,86.73299319727892,97.59036144578313,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_wrong,3,never_corrected,6,82,82,7.317073170731707,2.4096385542168677,13.26700680272108,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_wrong_ever_corrected,3,correction_lost,4,76,76,5.263157894736842,1.2345679012345678,10.81081081081081,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,initial_wrong_ever_corrected,3,correct_at_final,72,76,76,94.73684210526315,89.1891891891892,98.76543209876543,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct,1,first_error,7,398,398,1.7587939698492463,0.5207995129870129,3.140286696845281,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct,1,cumulative_error,7,398,398,1.7587939698492463,0.5207995129870129,3.140286696845281,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct_not_yet_wrong,1,first_error_hazard,7,398,398,1.7587939698492463,0.5207995129870129,3.140286696845281,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_wrong,1,first_correction,1,82,82,1.2195121951219512,0.0,4.054054054054054,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct_final_wrong,1,final_error_first_at_this_turn,4,5,5,80.0,33.33333333333333,100.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct,2,first_error,4,398,398,1.0050251256281406,0.24812360268284894,2.051413881748071,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct,2,cumulative_error,11,398,398,2.763819095477387,1.2722646310432568,4.489340558378487,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct_not_yet_wrong,2,first_error_hazard,4,391,391,1.0230179028132993,0.2518891687657431,2.0998756734355566,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_wrong,2,first_correction,0,82,82,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct_final_wrong,2,final_error_first_at_this_turn,1,5,5,20.0,0.0,66.66666666666666,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct,3,first_error,0,398,398,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct,3,cumulative_error,11,398,398,2.763819095477387,1.2722646310432568,4.489340558378487,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct_not_yet_wrong,3,first_error_hazard,0,387,387,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_wrong,3,first_correction,1,82,82,1.2195121951219512,0.0,4.166666666666666,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct_final_wrong,3,final_error_first_at_this_turn,0,5,5,0.0,0.0,0.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct_ever_wrong,3,recovered_by_final,4,11,11,36.36363636363637,9.090909090909092,66.66666666666666,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct_ever_wrong,3,wrong_at_final,5,11,11,45.45454545454545,14.285714285714285,77.77777777777779,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_correct_ever_wrong,3,abstaining_at_final,2,11,11,18.181818181818183,0.0,45.45454545454545,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_wrong,3,ever_corrected,2,82,82,2.4390243902439024,0.0,6.666666666666667,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_wrong,3,never_corrected,80,82,82,97.5609756097561,93.33333333333333,100.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_wrong_ever_corrected,3,correction_lost,1,2,2,50.0,0.0,100.0,percent
within_model_mode,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,initial_wrong_ever_corrected,3,correct_at_final,1,2,2,50.0,0.0,100.0,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct,1,first_error,695,780,780,89.1025641025641,86.8891981726786,91.28219696969697,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct,1,cumulative_error,695,780,780,89.1025641025641,86.8891981726786,91.28219696969697,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct_not_yet_wrong,1,first_error_hazard,695,780,780,89.1025641025641,86.8891981726786,91.28219696969697,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_wrong,1,first_correction,140,143,143,97.9020979020979,95.20534246575343,100.0,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct_final_wrong,1,final_error_first_at_this_turn,688,714,714,96.35854341736695,94.85781729623724,97.6092525617842,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct,2,first_error,22,780,780,2.8205128205128207,1.6839378238341969,4.1346346949431645,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct,2,cumulative_error,717,780,780,91.92307692307692,89.90858263260026,93.79961823148948,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct_not_yet_wrong,2,first_error_hazard,22,85,85,25.882352941176475,16.415071382219338,35.80740740740738,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_wrong,2,first_correction,1,143,143,0.6993006993006993,0.0,2.34375,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct_final_wrong,2,final_error_first_at_this_turn,17,714,714,2.380952380952381,1.3526838069463238,3.597251881491924,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct,3,first_error,9,780,780,1.153846153846154,0.5069708491761723,1.9506486711638489,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct,3,cumulative_error,726,780,780,93.07692307692308,91.20243893158818,94.83887595610243,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct_not_yet_wrong,3,first_error_hazard,9,63,63,14.285714285714285,6.153846153846154,23.638674884437584,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_wrong,3,first_correction,0,143,143,0.0,0.0,0.0,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct_final_wrong,3,final_error_first_at_this_turn,9,714,714,1.2605042016806722,0.553231241833062,2.1368283404660007,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct_ever_wrong,3,recovered_by_final,12,726,726,1.6528925619834711,0.8107834555202976,2.6171701339412934,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct_ever_wrong,3,wrong_at_final,714,726,726,98.34710743801654,97.38282986605871,99.1892165444797,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_correct_ever_wrong,3,abstaining_at_final,0,726,726,0.0,0.0,0.0,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_wrong,3,ever_corrected,141,143,143,98.6013986013986,96.40287769784173,100.0,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_wrong,3,never_corrected,2,143,143,1.3986013986013985,0.0,3.597122302158273,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_wrong_ever_corrected,3,correction_lost,0,141,141,0.0,0.0,0.0,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,initial_wrong_ever_corrected,3,correct_at_final,141,141,141,100.0,100.0,100.0,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct,1,first_error,363,780,780,46.53846153846154,42.92888245261457,49.935500350183325,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct,1,cumulative_error,363,780,780,46.53846153846154,42.92888245261457,49.935500350183325,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct_not_yet_wrong,1,first_error_hazard,363,780,780,46.53846153846154,42.92888245261457,49.935500350183325,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_wrong,1,first_correction,114,143,143,79.72027972027972,72.93193922305765,86.11151252408477,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct_final_wrong,1,final_error_first_at_this_turn,324,361,361,89.75069252077562,86.45533141210375,92.89950284090908,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct,2,first_error,25,780,780,3.205128205128205,2.035494245747278,4.453005412543895,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct,2,cumulative_error,388,780,780,49.743589743589745,46.21192289386006,53.23655202858874,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct_not_yet_wrong,2,first_error_hazard,25,417,417,5.995203836930456,3.7692839441763404,8.25006067961165,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_wrong,2,first_correction,3,143,143,2.097902097902098,0.0,4.80068965517241,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct_final_wrong,2,final_error_first_at_this_turn,17,361,361,4.7091412742382275,2.5139664804469275,6.8872898261612985,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct,3,first_error,20,780,780,2.564102564102564,1.5208164089351208,3.7814603372059423,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct,3,cumulative_error,408,780,780,52.307692307692314,48.83404509391192,55.75257691488049,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct_not_yet_wrong,3,first_error_hazard,20,392,392,5.1020408163265305,3.0532765219597806,7.3898554924218525,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_wrong,3,first_correction,4,143,143,2.797202797202797,0.6493506493506493,5.970895522388055,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct_final_wrong,3,final_error_first_at_this_turn,20,361,361,5.540166204986149,3.2696132730698015,8.116124710753864,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct_ever_wrong,3,recovered_by_final,47,408,408,11.519607843137255,8.47415465047643,14.762028127313101,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct_ever_wrong,3,wrong_at_final,361,408,408,88.48039215686273,85.2379718726869,91.52584534952356,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_correct_ever_wrong,3,abstaining_at_final,0,408,408,0.0,0.0,0.0,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_wrong,3,ever_corrected,121,143,143,84.61538461538461,78.47029320987653,90.37037037037037,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_wrong,3,never_corrected,22,143,143,15.384615384615385,9.62962962962963,21.52970679012345,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_wrong_ever_corrected,3,correction_lost,11,121,121,9.090909090909092,4.385011441647597,14.65576558051249,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,initial_wrong_ever_corrected,3,correct_at_final,110,121,121,90.9090909090909,85.34423441948749,95.6149885583524,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct,1,first_error,508,634,634,80.12618296529969,77.00759729314986,83.17467734757454,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct,1,cumulative_error,508,634,634,80.12618296529969,77.00759729314986,83.17467734757454,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct_not_yet_wrong,1,first_error_hazard,508,634,634,80.12618296529969,77.00759729314986,83.17467734757454,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_wrong,1,first_correction,90,96,96,93.75,88.65920805998125,97.97979797979798,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct_final_wrong,1,final_error_first_at_this_turn,484,505,505,95.84158415841584,93.9922480620155,97.5560081466395,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct,2,first_error,27,634,634,4.2586750788643535,2.72425,5.882587111277631,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct,2,cumulative_error,535,634,634,84.38485804416403,81.51065621311409,87.15003147560306,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct_not_yet_wrong,2,first_error_hazard,27,126,126,21.428571428571427,14.166666666666666,28.97285439109652,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_wrong,2,first_correction,2,96,96,2.083333333333333,0.0,5.263157894736842,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct_final_wrong,2,final_error_first_at_this_turn,18,505,505,3.564356435643564,1.9919328649616246,5.2734474042849895,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct,3,first_error,3,634,634,0.47318611987381703,0.0,1.098901098901099,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct,3,cumulative_error,538,634,634,84.85804416403786,82.00266996380317,87.55907395546849,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct_not_yet_wrong,3,first_error_hazard,3,99,99,3.0303030303030303,0.0,6.957027300303333,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_wrong,3,first_correction,1,96,96,1.0416666666666665,0.0,3.3333333333333335,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct_final_wrong,3,final_error_first_at_this_turn,3,505,505,0.594059405940594,0.0,1.3726164336068412,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct_ever_wrong,3,recovered_by_final,33,538,538,6.133828996282528,4.30691483776121,8.163644640012137,percent
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,initial_correct_ever_wrong,3,wrong_at_final,505,538,538,93.86617100371747,91.83635535998786,95.69308516223879,percent
