cohort,model,label,input,targets,judgments,violation,no_violation,correct,correct_violation,correct_no_violation,accuracy_pct,accuracy_lower_95,accuracy_upper_95,violation_recall_pct,violation_recall_lower_95,violation_recall_upper_95,no_violation_recall_pct,no_violation_recall_lower_95,no_violation_recall_upper_95,abstention_pct,abstention_lower_95,abstention_upper_95,missing_pct,missing_lower_95,missing_upper_95,balanced_accuracy_pct,balanced_accuracy_lower_95,balanced_accuracy_upper_95
gpt-4o-mini_knowledge_cutoff_pre,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,full_record,786,748,533,253,534,518,16,67.93893129770993,64.6143216080402,71.33895025397081,97.18574108818011,95.71617920911382,98.52690587497217,6.324110671936759,3.6885245901639343,9.442229056131932,5.343511450381679,3.8069859682306846,6.910639639410701,0.0,0.0,0.0,51.75492588005844,50.30175156206185,53.51102062937057
gpt-4o-mini_knowledge_cutoff_pre,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,summary,786,748,533,253,528,498,30,67.17557251908397,63.90279583344221,70.48403227364963,93.43339587242026,91.24977189781022,95.5142279257916,11.857707509881424,8.053498418575948,15.983644646230728,6.106870229007634,4.469987228607918,7.848101265822785,0.0,0.0,0.0,52.64555169115084,50.455734849490376,54.96406967716892
gpt-4o-mini_knowledge_cutoff_pre,qwen/qwen3-235b-a22b,Qwen3-235B,full_record,786,748,533,253,511,457,54,65.01272264631044,61.65605095541401,68.2052767052767,85.74108818011257,82.7320378569588,88.57142857142857,21.343873517786562,16.53369383043987,26.1995223782883,14.249363867684478,11.704630192900176,16.791622639017298,0.0,0.0,0.0,53.542480848949566,50.71266343744968,56.35836388305049
gpt-4o-mini_knowledge_cutoff_pre,qwen/qwen3-235b-a22b,Qwen3-235B,summary,786,748,533,253,503,468,35,63.99491094147583,60.60981479342343,67.30634416039952,87.8048780487805,84.87696970542484,90.58840465168794,13.83399209486166,9.543074491207271,18.48780850923046,12.849872773536896,10.638163210342041,15.189873417721518,0.0,0.0,0.0,50.819435071821076,48.28933738408203,53.5780867341337
gpt-4o-mini_knowledge_cutoff_pre,qwen/qwen3-32b,Qwen3-32B,full_record,786,748,533,253,531,486,45,67.55725190839695,64.21319796954315,70.73791348600508,91.18198874296435,88.808561505422,93.44925522454423,17.786561264822133,13.147410358565738,22.59638409961686,8.524173027989821,6.768621960278364,10.61381074168798,0.0,0.0,0.0,54.484275003893245,51.79814864991603,57.14404128366455
gpt-4o-mini_knowledge_cutoff_pre,qwen/qwen3-32b,Qwen3-32B,summary,786,748,533,253,515,487,28,65.52162849872774,62.213740458015266,68.886257484143,91.36960600375235,88.9089135346067,93.73777836366538,11.067193675889328,7.376731477951455,15.018351214003388,8.524173027989821,6.615565923353735,10.540009080723713,0.0,0.0,0.0,51.21839983982084,49.00938121001736,53.582778122655476
gpt-4o-mini_knowledge_cutoff_post,openai/gpt-4o-mini,GPT-4o mini,full_record,214,199,167,47,151,141,10,70.5607476635514,64.31924882629107,76.47126592572512,84.4311377245509,78.88136645962733,89.57055214723927,21.27659574468085,10.255102040816327,33.333333333333336,9.813084112149532,6.017825140809012,13.890503875968983,0.0,0.0,0.0,52.85386673461587,46.49237646031467,59.32816125724054
gpt-4o-mini_knowledge_cutoff_post,openai/gpt-4o-mini,GPT-4o mini,summary,214,199,167,47,150,148,2,70.09345794392523,64.01869158878505,76.14678899082568,88.62275449101796,83.79766061452514,93.125,4.25531914893617,0.0,10.344827586206897,6.542056074766355,3.5714285714285716,10.097206221198151,0.0,0.0,0.0,46.43903681997706,42.899308281004714,50.16420396661079
gpt-4o-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,GPT-4.1 mini,full_record,214,199,167,47,158,137,21,73.83177570093459,67.92408951294428,79.90654205607477,82.03592814371258,76.24923780487805,87.80552329332818,44.680851063829785,30.434782608695652,59.62499999999994,8.878504672897197,5.139589219734841,12.737358043458814,0.0,0.0,0.0,63.35838960377119,55.668889668019084,71.59572247253736
gpt-4o-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,GPT-4.1 mini,summary,214,199,167,47,151,146,5,70.5607476635514,64.62190800758329,76.57729977684104,87.42514970059881,82.20858895705521,92.16892710506832,10.638297872340425,2.3255813953488373,20.835755813953472,5.607476635514018,2.7522935779816513,9.17536887498414,0.0,0.0,0.0,49.03172378646962,44.33618041948125,54.367360161768055
gpt-4o-mini_knowledge_cutoff_post,anthropic/claude-opus-4.6,Claude Opus 4.6,full_record,214,199,167,47,164,150,14,76.6355140186916,70.90866410584721,82.0754716981132,89.82035928143712,84.90511189118034,94.04761904761905,29.78723404255319,15.789473684210526,43.90952921157115,6.542056074766355,3.3333333333333335,10.0,0.0,0.0,0.0,59.80379666199516,52.51932051890524,67.2810339559861
gpt-4o-mini_knowledge_cutoff_post,anthropic/claude-opus-4.6,Claude Opus 4.6,summary,214,199,167,47,158,140,18,73.83177570093459,67.78806279620852,79.52380952380952,83.83233532934132,77.8409090909091,89.5957510697395,38.297872340425535,24.13633461047254,51.22107567229518,10.74766355140187,6.785111173656065,14.814814814814815,0.0,0.0,0.0,61.06510383488343,53.67502478519498,68.04873236260549
gpt-4o-mini_knowledge_cutoff_post,openai/gpt-5.6-sol,GPT-5.6-sol,full_record,214,199,167,47,180,156,24,84.11214953271028,79.34272300469483,88.73371067526655,93.41317365269461,89.50536062378168,96.95168144863267,51.06382978723404,37.5,64.44791666666664,3.2710280373831777,1.36986301369863,5.741626794258373,0.0,0.0,0.0,72.23850171996432,65.18334319617578,79.13279823332059
gpt-4o-mini_knowledge_cutoff_post,openai/gpt-5.6-sol,GPT-5.6-sol,summary,214,199,167,47,171,143,28,79.90654205607477,74.64788732394366,84.93263232362209,85.62874251497006,80.36782427695005,90.78947368421052,59.57446808510638,45.71273291925466,72.91666666666667,5.607476635514018,2.803738317757009,8.797319121447023,0.0,0.0,0.0,72.60160530003822,65.28628196956419,79.85680746629498
gpt-4o-mini_knowledge_cutoff_post,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,full_record,214,199,167,47,165,149,16,77.10280373831776,71.29039129579864,82.62910798122066,89.22155688622755,84.48249089740844,93.67816091954023,34.04255319148936,20.930232558139537,47.82608695652174,9.345794392523365,5.660377358490566,13.397129186602871,0.0,0.0,0.0,61.632055038858454,54.445023795889135,69.00621606279319
gpt-4o-mini_knowledge_cutoff_post,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,summary,214,199,167,47,163,147,16,76.16822429906541,70.23255813953489,81.81818181818181,88.02395209580838,82.92644334671195,92.81544054747647,34.04255319148936,19.503113648157758,47.916666666666664,10.280373831775702,6.363636363636363,14.555437648723382,0.0,0.0,0.0,61.03325264364887,53.38610449154086,68.41429179769392
gpt-4o-mini_knowledge_cutoff_post,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,full_record,214,199,167,47,167,165,2,78.03738317757009,72.3489863914671,83.73205741626795,98.80239520958084,97.0059880239521,100.0,4.25531914893617,0.0,10.869565217391305,4.672897196261682,1.8867924528301887,7.547169811320755,0.0,0.0,0.0,51.5288571792585,49.08536585365854,54.79984457471735
gpt-4o-mini_knowledge_cutoff_post,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,summary,214,199,167,47,164,160,4,76.6355140186916,70.58823529411765,82.07633719923835,95.80838323353294,92.35180995475113,98.31641899238853,8.51063829787234,1.9607843137254901,17.391304347826086,6.074766355140187,3.225806451612903,9.390355586433396,0.0,0.0,0.0,52.159510765702635,48.18149219531339,56.69104581281289
gpt-4o-mini_knowledge_cutoff_post,qwen/qwen3-235b-a22b,Qwen3-235B,full_record,214,199,167,47,152,140,12,71.02803738317758,64.83954845256214,76.95852534562212,83.83233532934132,77.91411042944786,88.95348837209302,25.53191489361702,12.5,40.42553191489362,15.88785046728972,11.214953271028037,20.657276995305164,0.0,0.0,0.0,54.682125111479166,47.64199374925409,62.622352219292225
gpt-4o-mini_knowledge_cutoff_post,qwen/qwen3-235b-a22b,Qwen3-235B,summary,214,199,167,47,147,142,5,68.69158878504673,62.325581395348834,74.77477477477477,85.02994011976048,79.39393939393939,90.45010700909577,10.638297872340425,2.380952380952381,20.00925925925921,16.822429906542055,11.79245283018868,22.067079898747316,0.0,0.0,0.0,47.83411899605046,42.93930419389979,53.13291254901118
gpt-4o-mini_knowledge_cutoff_post,qwen/qwen3-32b,Qwen3-32B,full_record,214,199,167,47,160,153,7,74.76635514018692,68.66359447004608,80.64554169202677,91.61676646706587,87.29231541938725,95.62567934782608,14.893617021276595,5.405405405405405,25.53191489361702,8.411214953271028,4.694835680751174,12.2643653516295,0.0,0.0,0.0,53.255191744171235,47.83905413373263,58.96495598809998
gpt-4o-mini_knowledge_cutoff_post,qwen/qwen3-32b,Qwen3-32B,summary,214,199,167,47,155,147,8,72.42990654205607,66.20370370370371,78.20009434790241,88.02395209580838,83.01855962510791,92.90029264214046,17.02127659574468,6.379654255319149,29.72972972972973,8.878504672897197,5.529319748023506,12.785388127853881,0.0,0.0,0.0,52.52261434577653,46.54491278739208,59.20196913992869
gpt-4.1-mini_knowledge_cutoff_pre,openai/gpt-4o-mini,GPT-4o mini,full_record,841,799,574,267,572,515,57,68.01426872770512,64.82336620598653,71.15919452887537,89.7212543554007,87.14279671259366,92.17391304347827,21.348314606741575,16.666666666666668,26.296783625730992,8.680142687277051,6.777645659928656,10.595374810701665,0.0,0.0,0.0,55.53478448107114,52.91574721165022,58.26854209421858
gpt-4.1-mini_knowledge_cutoff_pre,openai/gpt-4o-mini,GPT-4o mini,summary,841,799,574,267,562,539,23,66.82520808561236,63.65796347419835,70.13324011301054,93.90243902439025,91.8261217948718,95.72964364228196,8.614232209737828,5.555043050430504,12.062587181557886,4.9940546967895365,3.571322405299813,6.537587847972982,0.0,0.0,0.0,51.258335617064034,49.36579749388877,53.291665827554105
gpt-4.1-mini_knowledge_cutoff_pre,openai/gpt-4.1-mini,GPT-4.1 mini,full_record,841,799,574,267,562,473,89,66.82520808561236,63.700316068380346,70.153487875227,82.40418118466899,79.2976547586583,85.38752057015633,33.333333333333336,27.733899520131086,39.1459419570195,11.414982164090368,9.29678188319428,13.54931393767269,0.0,0.0,0.0,57.86875725900116,54.71533605052205,61.247598793462366
gpt-4.1-mini_knowledge_cutoff_pre,openai/gpt-4.1-mini,GPT-4.1 mini,summary,841,799,574,267,551,517,34,65.51724137931035,62.27889221869155,68.76605229219983,90.06968641114983,87.52258808798152,92.48691860465115,12.734082397003744,8.42911877394636,17.168304951774417,7.015457788347206,5.331595810314366,8.841628570815356,0.0,0.0,0.0,51.40188440407679,49.05434420995705,53.866805100525966
gpt-4.1-mini_knowledge_cutoff_pre,anthropic/claude-opus-4.6,Claude Opus 4.6,full_record,841,799,574,267,624,532,92,74.19738406658739,71.07142857142857,77.18287042770608,92.6829268292683,90.53253275045367,94.75592885375494,34.45692883895131,28.727272727272727,40.55216172240462,5.945303210463734,4.41488071082556,7.620164126611958,0.0,0.0,0.0,63.569927834109805,60.377949527045914,66.80061978044864
gpt-4.1-mini_knowledge_cutoff_pre,anthropic/claude-opus-4.6,Claude Opus 4.6,summary,841,799,574,267,606,520,86,72.05707491082045,69.0020545904475,75.0,90.59233449477352,88.00658783783784,92.79283237543343,32.20973782771536,26.597804972804973,37.91975237213608,7.13436385255648,5.382775119617225,8.94166139574109,0.0,0.0,0.0,61.40103616124444,58.23360274990709,64.41052734500542
gpt-4.1-mini_knowledge_cutoff_pre,openai/gpt-5.6-sol,GPT-5.6-sol,full_record,841,799,574,267,704,554,150,83.70986920332938,81.025686264446,86.27299972754517,96.51567944250871,94.90298739831678,98.01993529694083,56.17977528089887,50.20230913251508,62.12223587223587,1.78359096313912,0.9523809523809523,2.7154663518299884,0.0,0.0,0.0,76.34772736170379,73.19632992616744,79.40151885235838
gpt-4.1-mini_knowledge_cutoff_pre,openai/gpt-5.6-sol,GPT-5.6-sol,summary,841,799,574,267,690,532,158,82.04518430439953,79.49541547399625,84.65249916594667,92.6829268292683,90.5092334271247,94.72782351308851,59.176029962546814,53.357109324125815,65.23737389271652,4.399524375743163,3.098835064419093,5.771666027735182,0.0,0.0,0.0,75.92947839590755,72.80672561954525,79.17607089346156
gpt-4.1-mini_knowledge_cutoff_pre,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,full_record,841,799,574,267,605,521,84,71.93816884661118,68.84626418895618,75.05938242280286,90.76655052264809,88.24590882962288,93.0797228152838,31.46067415730337,25.668979534622935,37.164908499697525,8.799048751486326,6.904556650246306,10.833333333333334,0.0,0.0,0.0,61.11361233997573,57.96351034058904,64.1667492730637
gpt-4.1-mini_knowledge_cutoff_pre,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,summary,841,799,574,267,591,509,82,70.27348394768133,67.28484921565529,73.34992576912421,88.67595818815332,86.05503026898832,91.0959800616797,30.711610486891384,25.19677409509858,36.395827410205385,9.512485136741974,7.553505042855668,11.401683666340645,0.0,0.0,0.0,59.69378433752235,56.56096089972579,62.8140864709334
gpt-4.1-mini_knowledge_cutoff_pre,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,full_record,841,799,574,267,575,559,16,68.37098692033294,64.94102368220015,71.59993459702588,97.38675958188153,96.00694444444444,98.61111111111111,5.992509363295881,3.3834586466165413,8.928724840451643,5.35077288941736,3.9285714285714284,6.855877307524898,0.0,0.0,0.0,51.68963447258871,50.188776631918884,53.3016443693736
gpt-4.1-mini_knowledge_cutoff_pre,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,summary,841,799,574,267,570,538,32,67.77645659928656,64.76173408431472,70.95708150891373,93.72822299651568,91.65117935038849,95.64507319204719,11.985018726591761,8.117831853994216,16.418046628173002,6.183115338882283,4.529066632612521,7.831325301204819,0.0,0.0,0.0,52.85662086155372,50.667488447744226,55.26690889918227
gpt-4.1-mini_knowledge_cutoff_pre,qwen/qwen3-235b-a22b,Qwen3-235B,full_record,841,799,574,267,553,495,58,65.75505350772889,62.55979443978322,68.84680627960236,86.2369337979094,83.39088897827835,88.83117066556179,21.722846441947567,16.543900532654007,26.859658319970393,14.26872770511296,12.103052608640484,16.647344431232657,0.0,0.0,0.0,53.979890119928484,51.112445904448485,56.81045497388333
gpt-4.1-mini_knowledge_cutoff_pre,qwen/qwen3-235b-a22b,Qwen3-235B,summary,841,799,574,267,543,506,37,64.56599286563615,61.3391293262089,67.78052963285839,88.15331010452962,85.54160423636625,90.86196770121815,13.857677902621722,9.811135775064743,18.181818181818183,13.079667063020214,10.924095616894444,15.349269940534352,0.0,0.0,0.0,51.00549400357567,48.58684413696538,53.550473112240034
gpt-4.1-mini_knowledge_cutoff_pre,qwen/qwen3-32b,Qwen3-32B,full_record,841,799,574,267,572,525,47,68.01426872770512,64.91620866807848,71.17315585387423,91.46341463414635,89.07816722947553,93.66887340419096,17.60299625468165,13.388401402605322,22.184076682316114,8.680142687277051,6.799387843787683,10.532696811385335,0.0,0.0,0.0,54.533205444413994,52.068111689908335,57.113667387543785
gpt-4.1-mini_knowledge_cutoff_pre,qwen/qwen3-32b,Qwen3-32B,summary,841,799,574,267,555,524,31,65.99286563614744,62.663173502571524,69.28513252124415,91.28919860627178,88.87013710682601,93.65372768342473,11.610486891385769,7.6362942401110345,15.85055746140651,8.680142687277051,6.8879529668696735,10.577380952380949,0.0,0.0,0.0,51.44984274882877,49.113388244497,53.907494578291924
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,GPT-4o mini,full_record,159,148,126,33,110,104,6,69.18238993710692,61.44444868079914,76.36448334274421,82.53968253968254,75.39682539682539,88.80597014925372,18.181818181818183,6.0606060606060606,33.333333333333336,10.062893081761006,5.590062111801243,14.936688311688302,0.0,0.0,0.0,50.360750360750366,43.43326744393818,58.14914827719706
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4o-mini,GPT-4o mini,summary,159,148,126,33,113,111,2,71.06918238993711,63.3975764218731,78.20652173913042,88.0952380952381,82.11382113821138,93.4439557510329,6.0606060606060606,0.0,15.634374999999949,5.660377358490566,1.948051948051948,9.49367088607595,0.0,0.0,0.0,47.07792207792208,42.59223090277778,52.697807345326424
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,GPT-4.1 mini,full_record,159,148,126,33,117,103,14,73.58490566037736,66.24203821656052,80.39418726070309,81.74603174603175,74.13793103448276,88.23529411764706,42.42424242424242,25.641025641025642,60.0,7.547169811320755,3.749417701863354,11.920529801324504,0.0,0.0,0.0,62.085137085137085,53.264956449472834,71.49225668491492
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-4.1-mini,GPT-4.1 mini,summary,159,148,126,33,114,110,4,71.69811320754717,64.24130190796858,78.71068548387096,87.3015873015873,80.8,92.56274869911233,12.121212121212121,2.7027027027027026,24.242424242424242,5.660377358490566,2.5157232704402515,9.554140127388536,0.0,0.0,0.0,49.711399711399714,43.65022312463915,56.349902145356694
gpt-4.1-mini_knowledge_cutoff_post,anthropic/claude-opus-4.6,Claude Opus 4.6,full_record,159,148,126,33,123,115,8,77.35849056603773,70.36744022503515,83.43830084647044,91.26984126984127,86.15328467153286,95.90247234439556,24.242424242424242,8.823529411764707,41.02564102564103,7.547169811320755,3.75,11.875,0.0,0.0,0.0,57.75613275613276,49.61669123559368,66.45868704888451
gpt-4.1-mini_knowledge_cutoff_post,anthropic/claude-opus-4.6,Claude Opus 4.6,summary,159,148,126,33,117,107,10,73.58490566037736,66.25766871165644,80.12422360248448,84.92063492063492,77.77777777777777,91.26984126984127,30.303030303030305,14.81029810298103,45.714285714285715,11.949685534591195,7.453416149068323,16.9811320754717,0.0,0.0,0.0,57.61183261183261,49.26598549414601,65.82547045604599
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-5.6-sol,GPT-5.6-sol,full_record,159,148,126,33,131,115,16,82.38993710691824,76.25,87.90000403128273,91.26984126984127,85.9504132231405,95.86776859504133,48.484848484848484,32.25806451612903,64.70588235294117,3.7735849056603774,1.2420443217544666,6.962025316455696,0.0,0.0,0.0,69.87734487734488,61.13783535784544,78.09867610837438
gpt-4.1-mini_knowledge_cutoff_post,openai/gpt-5.6-sol,GPT-5.6-sol,summary,159,148,126,33,125,106,19,78.61635220125787,72.3909981865185,84.71337579617834,84.12698412698413,77.77777777777777,90.16547516331812,57.57575757575758,41.37931034482759,73.91304347826087,5.031446540880503,1.910828025477707,8.588957055214724,0.0,0.0,0.0,70.85137085137086,62.4794237225151,79.69954469507101
gpt-4.1-mini_knowledge_cutoff_post,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,full_record,159,148,126,33,122,111,11,76.72955974842768,69.73392738174552,83.00684424713282,88.0952380952381,82.17054263565892,93.38978458203495,33.333333333333336,18.181818181818183,51.515151515151516,9.433962264150944,5.160463192721257,14.193548387096774,0.0,0.0,0.0,60.71428571428572,52.418734176037646,70.30823266806722
gpt-4.1-mini_knowledge_cutoff_post,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,summary,159,148,126,33,121,110,11,76.1006289308176,69.03113515720702,82.6923076923077,87.3015873015873,80.64395763119884,93.182781201849,33.333333333333336,17.94871794871795,50.0,10.062893081761006,5.194805194805195,15.287894181548193,0.0,0.0,0.0,60.317460317460316,52.12205174748283,69.20024891774892
gpt-4.1-mini_knowledge_cutoff_post,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,full_record,159,148,126,33,126,124,2,79.24528301886792,72.22222222222223,85.80246913580247,98.41269841269842,95.86776859504133,100.0,6.0606060606060606,0.0,15.151515151515152,4.40251572327044,1.2738853503184713,7.743192291579382,0.0,0.0,0.0,52.23665223665224,48.84593023255814,56.900492592219315
gpt-4.1-mini_knowledge_cutoff_post,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,summary,159,148,126,33,122,120,2,76.72955974842768,69.62025316455696,83.2258064516129,95.23809523809524,91.12903225806451,98.4375,6.0606060606060606,0.0,15.794736842105234,5.660377358490566,2.5157232704402515,9.615384615384615,0.0,0.0,0.0,50.64935064935065,46.65953273295944,55.678617558630926
gpt-4.1-mini_knowledge_cutoff_post,qwen/qwen3-235b-a22b,Qwen3-235B,full_record,159,148,126,33,110,102,8,69.18238993710692,61.3913372679972,76.28205128205128,80.95238095238095,73.5042735042735,87.70491803278688,24.242424242424242,10.344827586206897,41.37931034482759,16.352201257861637,10.828025477707007,22.29299363057325,0.0,0.0,0.0,52.59740259740259,44.760361685558536,61.435644950712266
gpt-4.1-mini_knowledge_cutoff_post,qwen/qwen3-235b-a22b,Qwen3-235B,summary,159,148,126,33,107,104,3,67.29559748427673,59.74540021094574,74.6755301660365,82.53968253968254,76.06749311294766,88.8,9.090909090909092,0.0,20.58823529411765,16.9811320754717,11.536624203821656,23.078124999999993,0.0,0.0,0.0,45.81529581529582,40.40853851010101,52.56730769230768
gpt-4.1-mini_knowledge_cutoff_post,qwen/qwen3-32b,Qwen3-32B,full_record,159,148,126,33,119,114,5,74.84276729559748,67.3196448390677,81.81960227272727,90.47619047619048,84.91946778711485,95.2755905511811,15.151515151515152,3.7003968253968256,29.166666666666668,7.547169811320755,3.7267080745341614,12.027231315004425,0.0,0.0,0.0,52.81385281385282,46.478125550776205,60.32101117886178
gpt-4.1-mini_knowledge_cutoff_post,qwen/qwen3-32b,Qwen3-32B,summary,159,148,126,33,115,110,5,72.32704402515724,64.84586247086247,79.24528301886792,87.3015873015873,80.99075167256986,92.91338582677166,15.151515151515152,4.3478260869565215,29.166666666666668,8.176100628930818,4.374320652173913,12.820512820512821,0.0,0.0,0.0,51.22655122655123,45.07833515085424,58.78103262464769
all,openai/gpt-4o-mini,GPT-4o mini,full_record,1000,947,700,300,682,619,63,68.2,65.2302437536363,71.03968612247066,88.42857142857143,85.91308106768328,90.76263252876156,21.0,16.549232445029894,25.510380014074595,8.9,7.263320932576443,10.800069375619426,0.0,0.0,0.0,54.714285714285715,52.12320746563629,57.14174203804585
all,openai/gpt-4o-mini,GPT-4o mini,summary,1000,947,700,300,675,650,25,67.5,64.48662287759926,70.5050505050505,92.85714285714286,90.97736281965659,94.72200320540364,8.333333333333334,5.368547127601199,11.667096219931269,5.1,3.7998103792415168,6.5004889669007,0.0,0.0,0.0,50.595238095238095,48.85167296990497,52.4330694709718
all,openai/gpt-4.1-mini,GPT-4.1 mini,full_record,1000,947,700,300,679,576,103,67.9,65.06431256431257,70.8802763868291,82.28571428571429,79.27166779120408,85.05128886526707,34.333333333333336,28.930761455525605,39.68834385888501,10.8,8.897707449274689,12.76176746143479,0.0,0.0,0.0,58.30952380952381,55.250975169030205,61.39681111741883
all,openai/gpt-4.1-mini,GPT-4.1 mini,summary,1000,947,700,300,665,627,38,66.5,63.46341533841534,69.46162843299484,89.57142857142857,87.21893968745964,91.73939328344363,12.666666666666666,8.934554491899853,16.605346346623076,6.8,5.257708429994559,8.390918065153011,0.0,0.0,0.0,51.11904761904762,48.91248149483532,53.33736308854173
all,anthropic/claude-opus-4.6,Claude Opus 4.6,full_record,1000,947,700,300,747,647,100,74.7,71.99969879518072,77.3416264712441,92.42857142857143,90.48884355476221,94.40477044476327,33.333333333333336,27.851462803667644,39.041345865413454,6.2,4.74764722262978,7.615443758804736,0.0,0.0,0.0,62.88095238095238,59.97386100738968,65.86664760251105
