scope,model,label,mode,cue,initial_group,outcome,count,denominator,percent,lower_95,upper_95,definition
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,correct,final_abstention_after_correct,0,467,0.0,0.0,0.0,"Initially correct, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,correct,temporary_error_recovered,3,467,0.6423982869379015,0.0,1.4830508474576272,"Initially correct, wrong at an intermediate turn, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,correct,temporary_abstention_recovered,0,467,0.0,0.0,0.0,"Initially correct, intermediate abstention but no wrong verdict, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,correct,remained_correct,0,467,0.0,0.0,0.0,Correct at the start and every follow-up turn
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,wrong,error_corrected,136,136,100.0,100.0,100.0,"Initially wrong, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,wrong,correction_lost,0,136,0.0,0.0,0.0,"Initially wrong, correct at an intermediate turn, wrong again at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,wrong,error_never_corrected,0,136,0.0,0.0,0.0,"Initially wrong, never correct during follow-up, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,wrong,final_abstention_after_wrong,0,136,0.0,0.0,0.0,"Initially wrong, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher,correct,harmful_final_error,435,467,93.14775160599572,90.80912415063918,95.42643265672311,"Initially correct, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher,correct,final_abstention_after_correct,0,467,0.0,0.0,0.0,"Initially correct, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher,correct,temporary_error_recovered,16,467,3.4261241970021414,1.8500989853996537,5.195369847543757,"Initially correct, wrong at an intermediate turn, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher,correct,temporary_abstention_recovered,0,467,0.0,0.0,0.0,"Initially correct, intermediate abstention but no wrong verdict, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher,correct,remained_correct,16,467,3.4261241970021414,1.9065785239219053,5.228758169934641,Correct at the start and every follow-up turn
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher,wrong,error_corrected,127,136,93.38235294117646,88.88888888888889,97.17014350252458,"Initially wrong, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher,wrong,correction_lost,6,136,4.411764705882353,1.4598540145985401,8.029809435163862,"Initially wrong, correct at an intermediate turn, wrong again at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher,wrong,error_never_corrected,3,136,2.2058823529411766,0.0,4.950846148444629,"Initially wrong, never correct during follow-up, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher,wrong,final_abstention_after_wrong,0,136,0.0,0.0,0.0,"Initially wrong, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,correct,harmful_final_error,292,292,100.0,100.0,100.0,"Initially correct, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,correct,final_abstention_after_correct,0,292,0.0,0.0,0.0,"Initially correct, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,correct,temporary_error_recovered,0,292,0.0,0.0,0.0,"Initially correct, wrong at an intermediate turn, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,correct,temporary_abstention_recovered,0,292,0.0,0.0,0.0,"Initially correct, intermediate abstention but no wrong verdict, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,correct,remained_correct,0,292,0.0,0.0,0.0,Correct at the start and every follow-up turn
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,wrong,error_corrected,88,91,96.7032967032967,92.7076981707317,100.0,"Initially wrong, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,wrong,correction_lost,2,91,2.197802197802198,0.0,5.557116104868905,"Initially wrong, correct at an intermediate turn, wrong again at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,wrong,error_never_corrected,0,91,0.0,0.0,0.0,"Initially wrong, never correct during follow-up, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,wrong,final_abstention_after_wrong,1,91,1.098901098901099,0.0,3.5714285714285716,"Initially wrong, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher,correct,harmful_final_error,262,292,89.72602739726027,86.07018049155145,93.0795847750865,"Initially correct, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher,correct,final_abstention_after_correct,3,292,1.0273972602739727,0.0,2.3413335278669383,"Initially correct, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher,correct,temporary_error_recovered,23,292,7.876712328767123,4.79411145916125,10.964282860111194,"Initially correct, wrong at an intermediate turn, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher,correct,temporary_abstention_recovered,0,292,0.0,0.0,0.0,"Initially correct, intermediate abstention but no wrong verdict, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher,correct,remained_correct,4,292,1.36986301369863,0.32784206578806385,2.7874564459930316,Correct at the start and every follow-up turn
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher,wrong,error_corrected,83,91,91.20879120879121,85.36585365853658,96.66666666666667,"Initially wrong, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher,wrong,correction_lost,6,91,6.593406593406593,2.1494057724957556,11.90565031982942,"Initially wrong, correct at an intermediate turn, wrong again at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher,wrong,error_never_corrected,2,91,2.197802197802198,0.0,5.681818181818182,"Initially wrong, never correct during follow-up, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher,wrong,final_abstention_after_wrong,0,91,0.0,0.0,0.0,"Initially wrong, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,no_cue,correct,harmful_final_error,627,634,98.89589905362776,98.02424093119225,99.67948717948718,"Initially correct, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,no_cue,correct,final_abstention_after_correct,0,634,0.0,0.0,0.0,"Initially correct, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,no_cue,correct,temporary_error_recovered,7,634,1.1041009463722398,0.32051282051282054,1.9757590688077422,"Initially correct, wrong at an intermediate turn, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,no_cue,correct,temporary_abstention_recovered,0,634,0.0,0.0,0.0,"Initially correct, intermediate abstention but no wrong verdict, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,no_cue,correct,remained_correct,0,634,0.0,0.0,0.0,Correct at the start and every follow-up turn
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,no_cue,wrong,error_corrected,210,215,97.67441860465117,95.59400837655433,99.52386594448205,"Initially wrong, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,no_cue,wrong,correction_lost,4,215,1.8604651162790697,0.43478260869565216,3.7914691943127963,"Initially wrong, correct at an intermediate turn, wrong again at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,no_cue,wrong,error_never_corrected,1,215,0.46511627906976744,0.0,1.4851485148514851,"Initially wrong, never correct during follow-up, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,no_cue,wrong,final_abstention_after_wrong,0,215,0.0,0.0,0.0,"Initially wrong, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher,correct,harmful_final_error,597,634,94.16403785488959,92.19213470744864,95.94172288408512,"Initially correct, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher,correct,final_abstention_after_correct,0,634,0.0,0.0,0.0,"Initially correct, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher,correct,temporary_error_recovered,30,634,4.73186119873817,3.1844606207663535,6.53914948799356,"Initially correct, wrong at an intermediate turn, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher,correct,temporary_abstention_recovered,0,634,0.0,0.0,0.0,"Initially correct, intermediate abstention but no wrong verdict, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher,correct,remained_correct,7,634,1.1041009463722398,0.3240969106658628,2.053875214997633,Correct at the start and every follow-up turn
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher,wrong,error_corrected,198,215,92.09302325581395,88.29268292682927,95.4337899543379,"Initially wrong, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher,wrong,correction_lost,10,215,4.651162790697675,2.0199482259783768,7.5275985663082405,"Initially wrong, correct at an intermediate turn, wrong again at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher,wrong,error_never_corrected,6,215,2.7906976744186047,0.8848582901251414,4.902179621848739,"Initially wrong, never correct during follow-up, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher,wrong,final_abstention_after_wrong,1,215,0.46511627906976744,0.0,1.4851485148514851,"Initially wrong, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,no_cue,correct,harmful_final_error,382,435,87.816091954023,84.632586450247,90.80556709597008,"Initially correct, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,no_cue,correct,final_abstention_after_correct,5,435,1.1494252873563218,0.2304147465437788,2.304280499356115,"Initially correct, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,no_cue,correct,temporary_error_recovered,47,435,10.804597701149426,7.972463563609974,13.953621414506944,"Initially correct, wrong at an intermediate turn, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,no_cue,correct,temporary_abstention_recovered,0,435,0.0,0.0,0.0,"Initially correct, intermediate abstention but no wrong verdict, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,no_cue,correct,remained_correct,1,435,0.22988505747126436,0.0,0.7075471698113207,Correct at the start and every follow-up turn
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,no_cue,wrong,error_corrected,140,161,86.95652173913044,81.75946479220619,91.91210723419802,"Initially wrong, correct at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,no_cue,wrong,correction_lost,18,161,11.180124223602485,6.492933537051184,16.374516800475764,"Initially wrong, correct at an intermediate turn, wrong again at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,no_cue,wrong,error_never_corrected,2,161,1.2422360248447204,0.0,3.243330993330993,"Initially wrong, never correct during follow-up, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,no_cue,wrong,final_abstention_after_wrong,1,161,0.6211180124223602,0.0,2.112676056338028,"Initially wrong, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,researcher,correct,harmful_final_error,355,435,81.60919540229885,77.88461538461539,85.02327888681188,"Initially correct, wrong at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,researcher,correct,final_abstention_after_correct,6,435,1.3793103448275863,0.45045045045045046,2.528735632183908,"Initially correct, abstaining at turn 3"
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,researcher,correct,temporary_error_recovered,66,435,15.172413793103448,12.009237875288683,18.67947100178627,"Initially correct, wrong at an intermediate turn, correct at turn 3"
