item_id,article,respondent,environment,cross_border,territorial,destination_already_present,us_screen_flagged,followup_screen_flagged,summary_sha256,original_us_cohort,followup_cohort
001-118592,6,Slovenia,,,,,False,False,e9e78d6cb1c192fd7ffcd1e8b515f1dd31ad9dc3f59969a1d5f69f7f0885d53e,True,True
001-118647,13,Hungary,,,,,False,False,2f97272ad28a0a7470407dc61c11e4627a6fe5584c73fa1b781e6f9d3e5ab419,True,True
001-118737,13,Slovenia,,,,,False,False,9557bafc8b7c932a8b65d54474cf3d14cf7a912c2e2b28d0c22141ac31ba18c4,True,True
001-118737,6,Slovenia,,,,,False,False,9557bafc8b7c932a8b65d54474cf3d14cf7a912c2e2b28d0c22141ac31ba18c4,True,True
001-119049,6,Norway,,,,US; Russia,True,True,9f1baa34b6a71050ce87ca3b0d8e97ee83a71a34b391d9b75b828060070b04ba,True,True
001-119055,10,Luxembourg,,,,,False,False,54983408ef4c2278021d3ae4af5e771c7cba6388b3840a9927b537a16f394414,True,True
001-119055,8,Luxembourg,,,,,False,False,54983408ef4c2278021d3ae4af5e771c7cba6388b3840a9927b537a16f394414,True,True
001-119465,34,Ukraine,,,,,False,False,86693a0065313b7e5b2d54ffe727e1ee52eb09098de8b9be03e61d6fdb5352a1,False,False
001-119676,5,Ukraine,,,,,False,False,44b9abe4467f033014de8f5b8c2879a52d3148c988a11d08d76adaf1cacaa289,False,False
001-119688,P1-1,Ukraine,,,,,False,False,726966954b442b4517c4bf9ba99e51cacee8f5e741bbec45ce4cae340075b9ce,False,False
001-119968,14,the Republic of Moldova,,,,,False,False,1279b82150154b6d9439e3982bebf0318f220483a64513778726bd97c6e2a1b6,True,True
001-119972,6,Azerbaijan,,,,,False,False,b8de0f290372e105491d25587b7d6d4f0d684aa969681145bc5900ecb9a616c2,True,True
001-120067,P1-1,Ukraine,,,,Russia,True,True,59f8836aebe68c3bb8a4aa488542be3b58838bed65193ad23f40dcdd80f22c15,False,False
001-120073,3,Austria,,Asylum; asylum,,,True,True,46bf4944ba77a59efbc0f6c54b1c596694a927d750c0a8b07fe38a11954c54fc,True,True
001-120968,6,Slovenia,,,,,False,False,c7662759b9ea9058608c11ae45da3e30ac156a175b93263120a973784007aee2,True,True
001-120969,P1-1,Czechia,,,,Russia,True,True,6c2426d336ad5c1472c11ff019a42ebffc82d0aaeef794fe43045aa4a6d5a5a6,True,True
001-121569,3,Sweden,,asylum; deportation,,,True,True,19d4b16b53aeb95f58a90a761652ebbcef35dabaa352b0b3ec7712ec5480e218,True,True
001-121573,3,Sweden,,asylum; deportation; deported,,,True,True,fb637307322c4babf72e914796c79e2db97968468fbcd612738b47c71f43f71c,True,True
001-121574,2,Sweden,,asylum; deportation,,UK,True,True,455b5a243db05714ca2f2b11fd6b6a362e7b18b18826d858beddafc1301ea6ee,True,True
001-122187,5,Ukraine,,,,,False,False,0f139cb47c789cb8af9cdc068c52ab9675e2a0a495b0d275b1c81ba30f418be9,False,False
001-122429,6,Liechtenstein,environmental,,,,True,True,25a7d1007c668ce6c1c9a1065bfddaf243c3b0c9c2a5614d01bc638ab669817a,True,True
001-122434,P1-1,Ukraine,,,,,False,False,7c820251f21deb0a37a0aaa159327646bbedaa4075678881171362d3d56aae75,False,False
001-122664,3,the United Kingdom,,,,,False,False,7c8015fda54d45ac17393deb71f3edbc08eca84c7815473c9b43c27ec3187208,True,False
001-122892,P1-1,Malta,,,,,False,False,caae394b3a5a64d825d74c3f1222ff1f897e8c43d118ff13e2d3b20e799688c1,True,True
001-123422,8,Sweden,,,,,False,False,6dbbcc41141dca05e502ded0f09a86156acd3712f297e46c42f0fd3339b1d74c,True,True
001-123422,P1-1,Sweden,,,,,False,False,6dbbcc41141dca05e502ded0f09a86156acd3712f297e46c42f0fd3339b1d74c,True,True
001-126133,14,Türkiye,,,,,False,False,d012c1365cbc9f3ddd26b135dc7772891f0d5eb2b3d3d490a48dcdd4bd1d9897,True,False
001-126349,6,Montenegro,,,,,False,False,35b6cf5ab9ae601fd36a55c547a43e110648bd5c6156c861ae3ea4f09df5ac55,True,True
001-126352,6,Poland,,,,,False,False,9c21f387241d76eae4d2a5aafe96be5c52fd31744f8040e6ff40fc0ee7ace6fe,True,True
001-126360,5,North Macedonia,,,,,False,False,8937019b993d242a1aa6045d22bd59ba2d9d1e5dfa152c87874d1e0ceb65e92e,True,True
001-126451,6,Spain,,,,,False,False,101ca9de7fac94a2a313eee01e14a426a40bf3d75af5e1b61747a08cde2f140a,True,True
001-126635,10,Estonia,,,,,False,False,4b35b293b69268b1ad4770b50f7ff68048caa86a2c584d9b117d9b7bf9878534,True,True
001-126636,6,Slovenia,pollution,,,,True,True,61f403b50b577b93e8a21d71a6213125137983b6e6805f3ca5e48a2a2f320250,True,True
001-126800,13,Slovakia,,,,,False,False,a5b5085d6732ed9a734744a32c526a233f408568233dbe1ca567074ac1fefee6,True,True
001-126807,6,Italy,,,,,False,False,e0b0158a0cf0170a0163a421968a0064dbd7402f301a31a36448afcb623ee73d,True,True
001-126918,13,Czechia,,Asylum; asylum; Expulsion; expulsion; extradition,,,True,True,95d632abf04b19df68105bf22fdcf264d9394ee95257ef9c7295dae26690f04b,True,True
001-127399,3,Ukraine,,,,,False,False,ef52bb626a5706fbab3259c65cf4a554d390cbbdb226a9479d35babdc1b6a780,False,False
001-127401,6,Ukraine,,,,,False,False,76af5dcdbdc1ae55995283a4a33a66191b9126c3d1c7f817257430c4e3aa4317,False,False
001-127410,6,Ireland,,,,,False,False,41171645f4c35579d517f9c0f109686edcba23e92d1461086400d6fefb5ae1f2,True,True
001-127617,P1-1,Serbia,,,,,False,False,ae0561241700cc68b5331e876a39356f4a3640753540bc38d0f524a191bdf9ad,True,True
001-127809,34,Ukraine,,,,,False,False,15ca3ed2faebf884f182c9679e2aa4e388cc5f587cfced3cd0855560452319b3,False,False
001-127812,6,Greece,,border,,,True,True,8144126d8f918606a58193d87baf27b2ac335205bc7b704677aa68cea0a4a294,True,True
001-127813,8,Ukraine,,,,,False,False,f74ad565fb7eccb358cb15bece622e13174e8695fd2d6ed8e93ec29672089403,False,False
001-128040,P1-1,Lithuania,,,,,False,False,1ebfd459cde0d9032d6de66bd683ca1f4f7f97a4ad764264d95840d80b6c64ea,True,True
001-128204,8,Ukraine,,,,,False,False,e91141126b60283585459a748beaa41fd6b145d2a2972486abc9a6163b5ac06d,False,False
001-138558,13,Romania,,,,,False,False,b4d595bd1f7f77f8a79295bd2fdbd0169fe44fbfa5f2cf11e06d6d6854204a8a,True,True
001-138597,2,Norway,,,,,False,False,eaaf9712d7031dbead30e217799b6f6ef47018156d3d061c4f6d3db50cda268c,True,True
001-138919,6,Ireland,,,,,False,False,d1cccc1e803d3192672f68b659427bb251965b722ce49a337a7b90336686a93e,True,True
001-139175,3,Sweden,,asylum; deportation,,UK,True,True,a11f88eb3424d3bdf2defafd410af0befaf9a7c70a9b87a72440927e6e033faa,True,True
001-139897,3,Serbia,,,,,False,False,400e7b2afe551c61d74fc951d720fa9821055da1cdc143a012078a796d8f88b7,True,True
001-139897,5,Serbia,,,,,False,False,400e7b2afe551c61d74fc951d720fa9821055da1cdc143a012078a796d8f88b7,True,True
001-139995,3,Finland,,,,,False,False,b6966a22ec6eda919826c72d7f470b6d824dc8884eb1e95f3f619e6fe253180e,True,True
001-140020,2,Sweden,,asylum; expelled; expelling; expulsion,,,True,True,60838fa49de119829e8762cee78a48158bb33041bc44212fd1e799f8a522b7c1,True,True
001-140028,6,Italy,,borderline,,,True,True,5c43a15be1516723f53b5817d8b66b2f00ddaf0c74180e3ac47274aeee3cfb41,True,True
001-140235,3,Ireland,,,,,False,False,c290d93192e9c3bceffc3881a291094534d730f42731a622122ba49b9bc33f77,True,True
001-140239,6,Portugal,,,,,False,False,b12db4a934e3ac93c8f7accef99305b105b8ea87dae1ed35e486089cfcaf9929,True,True
001-140769,6,Latvia,,,,,False,False,badcb50c6f96d8304831172d80d30fe38b6bbdea1fca9d7c54a97be6ff9cfd06,True,True
001-140782,13,Ukraine,,,,,False,False,4f1bdc37fc59048f7a6d02174eb14a30459729397802cd78c0b10b7f199a3216,False,False
001-140785,3,Estonia,,,,,False,False,d9a45cf152010702e662fc5187327852248ee12dc63020229f30ad4cbe22046f,True,True
001-141434,5,Switzerland,,,,,False,False,bd55c4b50779326a1339fd7720babc015ce20338e78bf0f2d37cd44fbc922fdd,True,True
001-141629,13,Estonia,,,,,False,False,5145a4c3d29af1a03ba34ebd52a84fe054f57925474396a0cb84196afbaaaa6a,True,True
001-141635,3,Ukraine,,,,Russia,True,True,3cc0496bffc5677e0b0bd6dc953ff6dbfd97b00dbccb04df91f0572f3f24f5de,False,False
001-141635,6,Ukraine,,,,Russia,True,True,3cc0496bffc5677e0b0bd6dc953ff6dbfd97b00dbccb04df91f0572f3f24f5de,False,False
001-141644,6,Latvia,,,,,False,False,e5df06009041f199552ac3e56c36462c8d4cf8ce8136f48db15c03d6c0a3fcd6,True,True
001-141668,8,Belgium,,asylum; expel; expelled; expulsion,,,True,True,4bb5dffda0dca7d6f37b3467073d133fded22d8e2ccb5278604e8443160db2db,True,True
001-141910,6,Romania,,,,,False,False,1468d81051a858357460f61be4a5da32fcc4658511c9bccae4671e240db2c7a4,True,True
001-141933,13,Albania,,,,,False,False,c59ed1d01410ae4ab52a9a32e0021af1c5deef670ca8ef460292ad18ed797d4c,True,True
001-141933,6,Albania,,,,,False,False,c59ed1d01410ae4ab52a9a32e0021af1c5deef670ca8ef460292ad18ed797d4c,True,True
001-141943,6,Hungary,,,,,False,False,0d86cd7588c8bac026041950a212513da11385c5dbb599521135354d737ff084,True,True
001-142082,13,Slovenia,,,,,False,False,f0427e056f4b8f4ea7a15f687ad43de90010ce42c28bd822c0997ea32e418c3f,True,True
001-142083,13,Slovenia,,,,,False,False,47f469708cf0afeca1633026eb7a25b9481050e844d1f8aa67c4915ce9719823,True,True
001-142185,6,Albania,,,,,False,False,6b117478e0e92e788545e181c73e43c3fc6aab0a1322eb848be68bc5e7d84a69,True,True
001-142305,6,Albania,,,,,False,False,2b5a5810981229dcf62fc4795c6b6ffa61673e85d0285b80c596f7e253089719,True,True
001-142398,8,the Republic of Moldova,,,,,False,False,3af24241ae9d42cf6145f6d4e1db125afa0d3e1e8d7dc950f320043684949ffe,True,True
001-142403,6,Hungary,,,,,False,False,196aab3485b87caa6fb2ea532bde04a46293af9c2a4d5b9134d9ef3ff41a4ffc,True,True
001-142515,6,North Macedonia,,,,,False,False,2fcacffa5e006606702eb24fd8fc08e6bed895a4c52e0b842926567c11984c0e,True,True
001-142519,P1-1,Russia,,,,,False,False,5b2bb8ae7d8e3daff387f763dbaf5671f1919dd7b7a27b47a082fc548d548c6d,False,False
001-142521,5,North Macedonia,,,,,False,False,216e458adb9bfe14e45e3b3d90b253ba7e17b4f1ed0c940b0f93c191b47966ad,True,True
001-144113,P7-4,Finland,,,,,False,False,0b90d2d33403d296c6a323c61c45a26c5b9100de7e813f94cf4b0dab3191e984,True,True
001-144367,6,Croatia,,,,,False,False,4f449ddf1892dec81e4052a2a72b9e58a310fe50f4a2985bf39a7a3832cebc9f,True,True
001-144672,5,Slovenia,,,,,False,False,c9d805fc09dbe8ca7abd76a89725524cee6daee0d5ad8f2edcf38c5634b9c3c2,True,True
001-145014,P1-1,Ukraine,,,,,False,False,9e1447159ecce12606910719d15c6fd89c0ad7554e4c5a248da85c14aae27e3a,False,False
001-145018,3,Sweden,,asylum; deportation; expulsion,,,True,True,86702ccdccdf4a1a82df44b5857a70affaed40a773ce71b5f4357a957aa5ba22,True,True
001-145068,8,Spain,,,,,False,False,a1d26880b326cd198567aeec64a9198c4b2f06b9102e88bc1f9e98bf09f35bbc,True,True
001-145341,3,Denmark,,asylum; deported; expelled; expulsion; Refugee,,,True,True,7019e4af44cbc26f4cceec7ba1685a6911822dfee9f70da42433fc4688b630da,True,True
001-145349,P1-1,Bosnia and Herzegovina,,,,,False,False,55a0044e53a277491dffcff335f8a992c1cb83f4c34e65d901ef21fcba57efa1,True,True
001-145466,14,France,,,,,False,False,e9b4c110a866f038f841e510dab6919b59b6ffb92c7cfd7f69773c84da63d6b1,True,True
001-145466,8,France,,,,,False,False,e9b4c110a866f038f841e510dab6919b59b6ffb92c7cfd7f69773c84da63d6b1,True,True
001-145575,P1-1,Serbia,,,,,False,False,e02f6558e37e61666641860e72b9e24daedc74bf92c5608dbb9849ad0e98160a,True,True
001-145579,13,Ukraine,,,Crimea,Russia,True,True,4776717f7720f10c7d3d083a343bc34ed93615fd51d3163b1d8d2c2e7470dfe8,False,False
001-145580,6,Ukraine,river,,,,True,True,c206f983e18d9fd79d2191a20386ed052d85d627bbe7af88f02c7f94c22f0ce3,False,False
001-145581,6,Ukraine,,,,,False,False,30893a71247ba118263f45c00ca1d15c4ad765b4151e1c7c4438cc9fa812cd14,False,False
001-145653,8,France,,asylum; refugee; Refugee; refugees,,,True,True,e638e972613f49b11f719433368b65b7db7e05cd41514fa3e1e975cdeec9592a,True,True
001-145779,13,Ukraine,,,DONBASNAFTOPRODUKT,,True,True,8147238e2224207bb13dd61c45941bc8afb564f855c947edc7afc561f179b4cd,False,False
001-145787,8,Estonia,,,,,False,False,826365c30229fa9494e89f5019576f747381b02d32f678b2f7ceb09b24d0c250,True,True
001-145788,3,Azerbaijan,,asylum; border; extradited; extradition; refugee,Chechen,Russia,True,True,795dc630313fdb56e3795d4c8def286b6ec6d39be1ce40d853a56ded24c2991a,True,True
001-146047,38,Poland,,,,US,True,False,45ca3a57412c99f2cd051df1e4b9fe1dbf43d12912508eef2cd1378277245707,True,True
001-146353,6,Germany,,,,,False,False,9216ad71daac60b39eb4b518c2b2c656ca9151d6fed7c877f5a087f0b5bd40b7,True,True
001-146399,6,Sweden,environmental; Environmental,,,,True,True,445e27786f1705425577cf75173620acb68d9b18f5a4eaaa166c624ce915efdd,True,True
001-146409,5,Latvia,,,,,False,False,a19801a21e5cb2cc5515f80af9bdec76956958e2a933d512666d00f962cec492,True,True
001-146410,10,Hungary,,,,,False,False,2df406e710a81b2e1e7f4953a67ae227a5362e9c894c73a21a698f1452252dec,True,True
001-146697,5,Ukraine,,,,,False,False,8c66f09248b72d51dec25b5375b76e47b8a5750259a6fc4ee62cd086085bdd3d,False,False
001-147037,3,Ukraine,,,,,False,False,ce5f49d9a14a07c8433ba306c28eba884c0f7eed08f1fbcfa8c93124d0b39e99,False,False
001-147045,5,Sweden,,,,,False,False,470613fd44e9bb7110be57a2389d9b679f7c643e4f5051a41790fa116539773c,True,True
001-147272,10,Iceland,,,,,False,False,5a3bdc74a66d687ac67be90775a5222f6cc46afac4af6e8811901281a6dbba4a,True,True
001-147274,8,Hungary,,,,,False,False,5c32fe282890ffd86e77da0cdee41918208acd55ad6014f1377d19207b6155df,True,True
001-147286,3,Latvia,,,,,False,False,31e50f083cb874ff478e727a2b9eb3409c351f3fbf89fb0eedefc09728abc18e,True,True
001-147443,13,Portugal,,,,,False,False,5edf8775f2ade4ebcc2fcbbdddb49828e1e721c69d271b29617cdf5dfbb606af,True,True
001-147443,6,Portugal,,,,,False,False,5edf8775f2ade4ebcc2fcbbdddb49828e1e721c69d271b29617cdf5dfbb606af,True,True
001-147875,6,Austria,,,,,False,False,99c21302541b6233aa0dc618197edc0ddcdea8ba3c706b370ce2f4074268b033,True,True
001-148263,6,Slovakia,,,,,False,False,25996998493a6f0c93ff196f43a4f3ee1aeee9d2f1a761ab3732a789c85a0347,True,True
001-148268,8,Latvia,,,,,False,False,522d7d5a1649920460828987e5f830178356c74c7e45a4c12b828208a89fd89a,True,True
