model,arm,scope,n,judgments,likelihood_shift,likelihood_shift_lo,likelihood_shift_hi,absolute_shift,absolute_shift_lo,absolute_shift_hi,judgment_change_pct,judgment_change_pct_lo,judgment_change_pct_hi,reversal_pct,reversal_pct_lo,reversal_pct_hi,to_abstention_pct,to_abstention_pct_lo,to_abstention_pct_hi,from_abstention_pct,from_abstention_pct_lo,from_abstention_pct_hi,likelihood_shift_family9_lo,likelihood_shift_family9_hi
openai/gpt-4o-mini,Ukraine,all_valid,1000,947,0.584,0.3542940996829332,0.8191668477517282,2.167,1.9826807793743042,2.3529655386250887,4.6,3.36284093139337,6.008243574725825,0.2,0.0,0.5030307727533376,2.0,1.1999102691924226,2.902975620911492,2.4,1.5029683992609844,3.4310588023052255,,
openai/gpt-4o-mini,Ukraine,no_substitution,168,164,0.05952380952380952,-0.35933554577591803,0.47020958083832254,1.7976190476190477,1.4704097985347986,2.1124260355029585,4.761904761904762,1.2121212121212122,8.621935419573445,0.0,0.0,0.0,3.5714285714285716,1.183431952662722,6.586826347305389,1.1904761904761905,0.0,2.9761904761904763,,
openai/gpt-4.1-mini,Turkey,common,785,742,0.5662420382165605,0.08156134118196198,1.0549102159552712,3.854140127388535,3.4572937613478847,4.283926134735759,8.280254777070065,6.3611210801478215,10.309732789737462,0.7643312101910829,0.25316455696202533,1.4066496163682864,4.076433121019108,2.798804587902507,5.505761843790013,3.4394904458598727,2.18221503571311,4.7496790757381255,-0.11004832784750421,1.275310288252813
openai/gpt-4.1-mini,Turkey,substituted,983,930,0.19023397761953204,-0.23659827502165537,0.5836945078723141,3.698880976602238,3.3536035847826584,4.041236386592375,7.3245167853509665,5.7866553062674395,8.997955010224949,0.6103763987792472,0.20242403278165078,1.1247443762781186,3.3570701932858595,2.3068053007872464,4.480880335841056,3.3570701932858595,2.3015042906683774,4.531410916580844,,
openai/gpt-4.1-mini,Turkey,all_valid,1000,947,0.1895,-0.23519832474121938,0.6020541386176161,3.6575,3.3253162667685565,3.9944647912562266,7.2,5.665863310701827,8.791208791208792,0.6,0.19781904974138237,1.103337623311702,3.3,2.293006552481858,4.471585123405906,3.3,2.21768610109476,4.424823275938818,,
openai/gpt-4.1-mini,Turkey,no_substitution,17,17,0.14705882352941177,-0.6176470588235294,1.0294117647058822,1.2647058823529411,0.7941176470588235,1.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
openai/gpt-4.1-mini,Russia,common,785,742,1.4197452229299363,0.8644628336324103,1.982982770875525,4.110191082802547,3.650785760528744,4.629544005102041,9.426751592356688,7.4873096446700504,11.494507171193163,1.4012738853503184,0.6418485237483954,2.3049596950715734,3.694267515923567,2.4078834927218957,5.063451573053536,4.3312101910828025,2.9791782571101084,5.718098004791603,0.6247878623250647,2.2112007759641172
openai/gpt-4.1-mini,Russia,substituted,966,919,1.14824016563147,0.6725426665875897,1.6032157940530174,3.805590062111801,3.407605549917205,4.2187796908818465,8.281573498964804,6.576028983740457,9.979256661041106,1.1387163561076605,0.5186453527830039,1.8556701030927836,3.3126293995859215,2.18978102189781,4.451461075531811,3.8302277432712217,2.6720109626584447,5.031059607405716,,
openai/gpt-4.1-mini,Russia,all_valid,1000,947,1.1352,0.6631729915802912,1.5817650943922437,3.7472,3.3723558304502426,4.182044435880713,8.3,6.666163141993958,10.110363369381403,1.1,0.5,1.798246753246753,3.4,2.3045515455335095,4.614073375906613,3.8,2.6180656773947217,5.044660252375385,,
openai/gpt-4.1-mini,Russia,no_substitution,34,30,0.7647058823529411,-0.25,1.8709884201819684,2.088235294117647,1.370884724857685,2.9516507056451613,8.823529411764707,0.0,20.0,0.0,0.0,0.0,5.882352941176471,0.0,15.151515151515152,2.9411764705882355,0.0,9.375,,
openai/gpt-4.1-mini,Ukraine,common,785,742,1.5312101910828027,0.9563815382361944,2.111754680835683,4.050955414012739,3.5944154905235073,4.595329357380133,9.554140127388536,7.449260097825672,11.83222931528448,0.89171974522293,0.25839793281653745,1.6332686733415183,4.203821656050955,2.80970625798212,5.7766367137355585,4.45859872611465,3.0264817150063053,5.926884400878824,0.7588349383478555,2.3578311404832304
openai/gpt-4.1-mini,Ukraine,substituted,832,783,1.4350961538461537,0.909299143386168,1.9665100710943058,3.941105769230769,3.4883949679162445,4.417509984751104,9.134615384615385,7.211322028811525,11.124868908921068,0.8413461538461539,0.24271844660194175,1.5587997789043673,4.086538461538462,2.737770819228165,5.555719921104536,4.206730769230769,2.9340862246650636,5.622177893017791,,
openai/gpt-4.1-mini,Ukraine,all_valid,1000,947,1.163,0.7032926107414733,1.6231309779859235,3.544,3.1489200043255385,3.989738736261013,7.9,6.15539858728557,9.751672152831008,0.7,0.2005967803209227,1.2097079359395853,3.5,2.3162134944612287,4.800240480961922,3.7,2.5533719639015415,4.995004995004995,,
openai/gpt-4.1-mini,Ukraine,no_substitution,168,164,-0.18452380952380953,-0.5941743444365698,0.17886363636363597,1.5773809523809523,1.2928994082840237,1.8922212261523466,1.7857142857142858,0.0,4.142628205128202,0.0,0.0,0.0,0.5952380952380952,0.0,1.7857142857142858,1.1904761904761905,0.0,3.0120481927710845,,
openai/gpt-5.6-sol,Turkey,common,785,742,-1.0788535031847153,-1.8011104797979804,-0.3222468953431788,4.365477707006365,3.7070730240294605,5.097365804489693,7.261146496815287,5.443037974683544,9.11393217529777,1.019108280254777,0.3816793893129771,1.7699675142825135,2.6751592356687897,1.6453108828914897,3.944145961977925,3.56687898089172,2.322431186947316,4.871794871794871,-2.1315956946222503,-0.07281269551381962
openai/gpt-5.6-sol,Turkey,substituted,983,930,-0.7953204476093597,-1.4762324686053319,-0.14208989240472844,4.387792472024414,3.80099213969478,4.98376900716948,7.121057985757884,5.515832482124617,8.75776870262666,1.1190233977619533,0.509683995922528,1.8405378930116607,2.644964394710071,1.6227180527383367,3.75653624303515,3.3570701932858595,2.2564102564102564,4.49438202247191,,
openai/gpt-5.6-sol,Turkey,all_valid,1000,947,-0.7629000000000006,-1.4282504841064132,-0.09396580677290907,4.343499999999999,3.7862018709083225,4.967609925003629,7.1,5.599860139860139,8.820761093985624,1.1,0.501002004008016,1.801846937117478,2.6,1.6797590647925096,3.667087974106061,3.4,2.3115577889447234,4.613841524573721,,
openai/gpt-5.6-sol,Turkey,no_substitution,17,17,1.1117647058823532,-0.4472058823529425,3.712205882352938,1.782352941176473,0.3647058823529413,4.258823529411764,5.882352941176471,0.0,17.647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,17.647058823529413,,
openai/gpt-5.6-sol,Russia,common,785,742,-1.0484076433121037,-1.7253402020760797,-0.3989864473512959,4.084840764331205,3.486008322278162,4.757986700460887,7.515923566878981,5.710478952346027,9.419720024345708,1.4012738853503184,0.6361121080147822,2.2929936305732483,2.2929936305732483,1.3833031791160506,3.4220532319391634,3.821656050955414,2.534854245880862,5.243134580559384,-1.997939737765975,-0.11276274355008852
openai/gpt-5.6-sol,Russia,substituted,966,919,-0.9065217391304354,-1.5417649495801442,-0.2771905707112387,4.010041407867493,3.456263355809121,4.622228050595229,6.832298136645963,5.360824742268041,8.393058479749259,1.3457556935817805,0.6289143534525338,2.169533776500179,2.070393374741201,1.2307377049180328,3.0145530145530146,3.4161490683229814,2.286842917684039,4.612358425994084,,
openai/gpt-5.6-sol,Russia,all_valid,1000,947,-0.8553000000000003,-1.4617181361829021,-0.23462485660306237,3.9794999999999967,3.4205530447641097,4.5831415466755985,6.8,5.326366032771682,8.432569563970166,1.3,0.6054337830799779,2.026496898707588,2.1,1.2832852405902753,2.9971529971529964,3.4,2.3044939879759516,4.5091311007169805,,
openai/gpt-5.6-sol,Russia,no_substitution,34,30,0.5999999999999995,-1.3222372159090907,2.9202031249999987,3.1117647058823525,1.3276754385964915,5.293982007575757,5.882352941176471,0.0,16.129032258064516,0.0,0.0,0.0,2.9411764705882355,0.0,10.0,2.9411764705882355,0.0,9.67741935483871,,
openai/gpt-5.6-sol,Ukraine,common,785,742,-1.3807643312101894,-2.1011660926113955,-0.6660348508975107,4.391719745222919,3.7339918043201954,5.090241903630228,8.02547770700637,6.122321587811154,9.974424552429667,1.2738853503184713,0.5147839723675199,2.069857697283312,2.929936305732484,1.7971182647049142,4.1986069917829525,3.821656050955414,2.587072058254758,5.263666576234398,-2.4144200305768777,-0.38267977135024706
openai/gpt-5.6-sol,Ukraine,substituted,832,783,-1.5887019230769222,-2.359975665926749,-0.8563116099605251,4.5605769230769155,3.9258796856106404,5.284429368842379,8.29326923076923,6.505828367622113,10.238240418118465,1.3221153846153846,0.6053268765133172,2.158338155406047,3.125,1.9230192076830732,4.410143482552532,3.8461538461538463,2.6347305389221556,5.206444448371947,,
openai/gpt-5.6-sol,Ukraine,all_valid,1000,947,-1.3349999999999995,-1.9837801208423065,-0.7384533267130099,4.09659999999999,3.5034702100916273,4.72810952055796,7.2,5.7057057057057055,8.829736480019141,1.1,0.4994880369131866,1.798246753246753,2.6,1.6063854213242137,3.6817755688159393,3.5,2.4047494388175754,4.62602881065923,,
openai/gpt-5.6-sol,Ukraine,no_substitution,168,164,-0.0785714285714282,-0.6952132034632033,0.5502827380952369,1.7988095238095234,1.201696428571428,2.4628028895768823,1.7857142857142858,0.0,4.093567251461988,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142858,0.0,4.093567251461988,,
