model,label,mode,turn,cohort_sha256,rule,n,judgments,initial_correct_n,initial_correct_pct,final_correct_n,final_correct_pct,initial_abstention_n,initial_abstention_pct,final_abstention_n,final_abstention_pct,initial_failure_n,initial_failure_pct,final_failure_n,final_failure_pct,categorical_change_n,categorical_change_pct,strict_reversal_n,strict_reversal_pct,lost_correct_n,lost_correct_pct,gained_correct_n,gained_correct_pct,correct_to_wrong_n,correct_to_wrong_pct,wrong_to_correct_n,wrong_to_correct_pct,correct_to_abstention_n,correct_to_abstention_pct,abstention_to_correct_n,abstention_to_correct_pct,correct_to_failure_n,correct_to_failure_pct,failure_to_correct_n,failure_to_correct_pct,initial_exact_50_n,initial_exact_50_pct,final_exact_50_n,final_exact_50_pct,opposes_original_verdict_n,opposes_original_verdict_pct,initial_new_abstention_n,initial_new_abstention_pct,opposition_from_new_initial_abstention_n,opposition_from_new_initial_abstention_pct,accuracy_change_pp,initial_accuracy_pct,final_accuracy_pct,balanced_accuracy_change_pp,net_abstention_loss_n,categorical_change_lower_95,categorical_change_upper_95,strict_reversal_lower_95,strict_reversal_upper_95,opposes_original_verdict_lower_95,opposes_original_verdict_upper_95,accuracy_change_lower_95,accuracy_change_upper_95
anthropic/claude-opus-4.6,Claude Opus 4.6,static,2,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_violation,7104,874,5609,78.95551801801801,4603,64.79448198198199,0,0.0,0,0.0,0,0.0,0,0.0,2502,35.2195945945946,2502,35.2195945945946,1754,24.690315315315317,748,10.52927927927928,1754,24.690315315315317,748,10.52927927927928,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014076576576576577,2502,35.2195945945946,0,0.0,0,0.0,-14.161036036036037,78.95551801801801,64.79448198198199,-4.853560376062631,0,33.4276778578305,37.048210457474774,33.4276778578305,37.048210457474774,33.4276778578305,37.048210457474774,-16.909445878842188,-11.413434657847963
anthropic/claude-opus-4.6,Claude Opus 4.6,static,3,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_violation,7104,874,5609,78.95551801801801,4554,64.10472972972973,0,0.0,0,0.0,0,0.0,0,0.0,2601,36.61317567567568,2601,36.61317567567568,1828,25.73198198198198,773,10.881193693693694,1828,25.73198198198198,773,10.881193693693694,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014076576576576577,2601,36.61317567567568,0,0.0,0,0.0,-14.850788288288289,78.95551801801801,64.10472972972973,-5.339279392740094,0,34.805745649803974,38.426002640279535,34.805745649803974,38.426002640279535,34.805745649803974,38.426002640279535,-17.65599590779734,-11.97971580747998
anthropic/claude-opus-4.6,Claude Opus 4.6,static,1,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_no_violation,7104,874,5609,78.95551801801801,4869,68.53885135135135,0,0.0,0,0.0,0,0.0,0,0.0,1954,27.50563063063063,1954,27.50563063063063,1347,18.96114864864865,607,8.544481981981981,1347,18.96114864864865,607,8.544481981981981,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1954,27.50563063063063,0,0.0,0,0.0,-10.416666666666668,78.95551801801801,68.53885135135135,-3.710828848434623,0,25.78214012739161,29.279029644425272,25.78214012739161,29.279029644425272,25.78214012739161,29.279029644425272,-12.900605821902142,-7.974934926716537
anthropic/claude-opus-4.6,Claude Opus 4.6,static,2,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_no_violation,7104,874,5609,78.95551801801801,4604,64.80855855855856,0,0.0,0,0.0,0,0.0,0,0.0,2501,35.20551801801802,2501,35.20551801801802,1753,24.67623873873874,748,10.52927927927928,1753,24.67623873873874,748,10.52927927927928,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014076576576576577,2501,35.20551801801802,0,0.0,0,0.0,-14.14695945945946,78.95551801801801,64.80855855855856,-4.826907924037045,0,33.41352617915593,37.03070902565863,33.41352617915593,37.03070902565863,33.41352617915593,37.03070902565863,-16.890383128585693,-11.375554338714474
anthropic/claude-opus-4.6,Claude Opus 4.6,static,3,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_no_violation,7104,874,5609,78.95551801801801,4553,64.09065315315316,0,0.0,0,0.0,0,0.0,0,0.0,2602,36.627252252252255,2602,36.627252252252255,1829,25.74605855855856,773,10.881193693693694,1829,25.74605855855856,773,10.881193693693694,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014076576576576577,2602,36.627252252252255,0,0.0,0,0.0,-14.864864864864865,78.95551801801801,64.09065315315316,-5.348843279503675,0,34.81991755756122,38.42627168971321,34.81991755756122,38.42627168971321,34.81991755756122,38.42627168971321,-17.656704323779202,-11.99382236046311
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,1,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,band_40_60,7104,874,5609,78.95551801801801,4832,68.01801801801801,0,0.0,338,4.757882882882883,0,0.0,0,0.0,1788,25.16891891891892,1450,20.411036036036037,1217,17.131193693693692,440,6.193693693693693,1010,14.217342342342342,440,6.193693693693693,207,2.9138513513513513,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014076576576576577,1450,20.411036036036037,0,0.0,0,0.0,-10.9375,78.95551801801801,68.01801801801801,-4.252666876569171,207,23.420403103334763,26.91884965747073,18.963007879627877,21.899818545748268,18.963007879627877,21.899818545748268,-13.00597239736584,-8.804669538995993
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,2,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,band_40_60,7104,874,5609,78.95551801801801,4405,62.00731981981982,0,0.0,392,5.518018018018018,0,0.0,0,0.0,2542,35.78265765765766,2150,30.26463963963964,1809,25.464527027027028,605,8.51632882882883,1545,21.74831081081081,605,8.51632882882883,264,3.7162162162162162,0,0.0,0,0.0,0,0.0,0,0.0,8,0.11261261261261261,2150,30.26463963963964,0,0.0,0,0.0,-16.9481981981982,78.95551801801801,62.00731981981982,-6.166198736343423,264,33.90308401053084,37.65129849827183,28.588809006864153,31.970776976107043,28.588809006864153,31.970776976107043,-19.52108444885905,-14.2876501538767
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,3,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,band_40_60,7104,874,5609,78.95551801801801,4326,60.895270270270274,0,0.0,367,5.166103603603603,0,0.0,0,0.0,2694,37.9222972972973,2327,32.756193693693696,1924,27.083333333333332,641,9.023085585585585,1686,23.73310810810811,641,9.023085585585585,238,3.350225225225225,0,0.0,0,0.0,0,0.0,0,0.0,13,0.18299549549549549,2327,32.756193693693696,0,0.0,0,0.0,-18.06024774774775,78.95551801801801,60.895270270270274,-6.7166830075222315,238,36.012317385463824,39.78321493133347,31.04544945899853,34.502480971334286,31.04544945899853,34.502480971334286,-20.822061557403682,-15.269459187449685
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,1,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,band_45_55,7104,874,5609,78.95551801801801,4910,69.115990990991,0,0.0,167,2.3507882882882885,0,0.0,0,0.0,1722,24.239864864864863,1555,21.889076576576578,1175,16.53997747747748,476,6.70045045045045,1079,15.188626126126126,476,6.70045045045045,96,1.3513513513513513,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014076576576576577,1555,21.889076576576578,0,0.0,0,0.0,-9.839527027027026,78.95551801801801,69.115990990991,-2.5155469238135484,96,22.559592313308382,25.937724137236042,20.32023534570224,23.475174239576237,20.32023534570224,23.475174239576237,-11.928032530331876,-7.715064478125294
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,2,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,band_45_55,7104,874,5609,78.95551801801801,4471,62.936373873873876,0,0.0,215,3.026463963963964,0,0.0,0,0.0,2491,35.064752252252255,2276,32.038288288288285,1776,25.0,638,8.980855855855856,1638,23.05743243243243,638,8.980855855855856,138,1.9425675675675675,0,0.0,0,0.0,0,0.0,0,0.0,8,0.11261261261261261,2276,32.038288288288285,0,0.0,0,0.0,-16.019144144144143,78.95551801801801,62.936373873873876,-4.9197938605148925,138,33.20554737313601,36.890841499804665,30.25785385484696,33.79574574769082,30.25785385484696,33.79574574769082,-18.585720277563244,-13.259882313932609
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,3,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,band_45_55,7104,874,5609,78.95551801801801,4396,61.880630630630634,0,0.0,208,2.9279279279279278,0,0.0,0,0.0,2627,36.979166666666664,2419,34.05123873873874,1882,26.492117117117118,669,9.41722972972973,1750,24.63400900900901,669,9.41722972972973,132,1.8581081081081081,0,0.0,0,0.0,0,0.0,0,0.0,13,0.18299549549549549,2419,34.05123873873874,0,0.0,0,0.0,-17.07488738738739,78.95551801801801,61.880630630630634,-5.534553976211414,132,35.10188820032836,38.81596246577089,32.27949198442856,35.762500390149505,32.27949198442856,35.762500390149505,-19.859884490102683,-14.304884387253072
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,1,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,band_35_65,7104,874,5294,74.5213963963964,4507,63.443130630630634,552,7.77027027027027,948,13.344594594594595,0,0.0,0,0.0,1795,25.267454954954953,979,13.780968468468469,1124,15.822072072072071,337,4.743806306306307,727,10.23367117117117,252,3.5472972972972974,397,5.588400900900901,85,1.196509009009009,0,0.0,0,0.0,0,0.0,1,0.014076576576576577,1150,16.188063063063062,552,7.77027027027027,171,2.4070945945945947,-11.078265765765765,74.5213963963964,63.443130630630634,-5.407796790449328,312,23.53674982149758,27.07892997530177,12.675581136919368,14.959258709854089,14.990698385360275,17.395109161351538,-13.019464686149258,-9.180982486114669
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,2,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,band_35_65,7104,874,5294,74.5213963963964,4137,58.2347972972973,552,7.77027027027027,904,12.725225225225225,0,0.0,0,0.0,2601,36.61317567567568,1643,23.127815315315317,1695,23.8597972972973,538,7.573198198198198,1235,17.38457207207207,408,5.743243243243243,460,6.475225225225225,130,1.829954954954955,0,0.0,0,0.0,0,0.0,8,0.11261261261261261,1909,26.872184684684683,552,7.77027027027027,266,3.744369369369369,-16.2865990990991,74.5213963963964,58.2347972972973,-6.571124321555411,330,34.74666090653409,38.47508866610606,21.583095067190676,24.685340468565645,25.29516854668375,28.467926597657204,-18.788375465149738,-13.892187107277815
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,3,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,band_35_65,7104,874,5294,74.5213963963964,4078,57.40427927927928,552,7.77027027027027,812,11.43018018018018,0,0.0,0,0.0,2755,38.780968468468465,1861,26.19650900900901,1800,25.33783783783784,584,8.22072072072072,1408,19.81981981981982,453,6.3766891891891895,392,5.518018018018018,131,1.8440315315315314,0,0.0,0,0.0,0,0.0,13,0.18299549549549549,2146,30.208333333333332,552,7.77027027027027,285,4.011824324324325,-17.117117117117118,74.5213963963964,57.40427927927928,-6.7081795090565315,261,36.8546991361466,40.70454678609485,24.546156794795092,27.857360195705795,28.56738782239934,31.88769443401987,-19.76036477059022,-14.525181649391165
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,1,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_violation,7104,874,5609,78.95551801801801,4983,70.14358108108108,0,0.0,0,0.0,0,0.0,0,0.0,1648,23.1981981981982,1648,23.1981981981982,1137,16.00506756756757,511,7.19313063063063,1137,16.00506756756757,511,7.19313063063063,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014076576576576577,1648,23.1981981981982,0,0.0,0,0.0,-8.811936936936938,78.95551801801801,70.14358108108108,-1.2534605364259697,0,21.57976666091525,24.80142416070772,21.57976666091525,24.80142416070772,21.57976666091525,24.80142416070772,-10.918856885034412,-6.684097603156687
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,2,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_violation,7104,874,5609,78.95551801801801,4574,64.38626126126127,0,0.0,0,0.0,0,0.0,0,0.0,2397,33.741554054054056,2397,33.741554054054056,1716,24.155405405405407,681,9.58614864864865,1716,24.155405405405407,681,9.58614864864865,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.11261261261261261,2397,33.741554054054056,0,0.0,0,0.0,-14.569256756756758,78.95551801801801,64.38626126126127,-3.2682594786478587,0,31.936394704827357,35.53466189885196,31.936394704827357,35.53466189885196,31.936394704827357,35.53466189885196,-17.240563178600894,-11.782926657458301
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,3,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_violation,7104,874,5609,78.95551801801801,4503,63.38682432432432,0,0.0,0,0.0,0,0.0,0,0.0,2514,35.388513513513516,2514,35.388513513513516,1810,25.478603603603602,704,9.90990990990991,1810,25.478603603603602,704,9.90990990990991,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.18299549549549549,2514,35.388513513513516,0,0.0,0,0.0,-15.568693693693694,78.95551801801801,63.38682432432432,-3.947295438862089,0,33.56894984840732,37.17649050408519,33.56894984840732,37.17649050408519,33.56894984840732,37.17649050408519,-18.30583717289344,-12.72988141771957
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,1,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_no_violation,7104,874,5609,78.95551801801801,4982,70.12950450450451,0,0.0,0,0.0,0,0.0,0,0.0,1647,23.18412162162162,1647,23.18412162162162,1137,16.00506756756757,510,7.179054054054054,1137,16.00506756756757,510,7.179054054054054,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014076576576576577,1647,23.18412162162162,0,0.0,0,0.0,-8.826013513513512,78.95551801801801,70.12950450450451,-1.2630244231895502,0,21.579415339948415,24.80137409750231,21.579415339948415,24.80137409750231,21.579415339948415,24.80137409750231,-10.933042044138498,-6.697675099327138
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,2,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_no_violation,7104,874,5609,78.95551801801801,4572,64.35810810810811,0,0.0,0,0.0,0,0.0,0,0.0,2401,33.79786036036036,2401,33.79786036036036,1719,24.197635135135137,682,9.600225225225225,1719,24.197635135135137,682,9.600225225225225,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.11261261261261261,2401,33.79786036036036,0,0.0,0,0.0,-14.597409909909908,78.95551801801801,64.35810810810811,-3.236121556389002,0,31.994613878007833,35.59192671834675,31.994613878007833,35.59192671834675,31.994613878007833,35.59192671834675,-17.240898248759095,-11.82302855490586
anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,3,81045a6564247a385b1f979599ee0064d40b7ce384b40f4631d493c363eca5c6,binary_50_tie_no_violation,7104,874,5609,78.95551801801801,4502,63.372747747747745,0,0.0,0,0.0,0,0.0,0,0.0,2519,35.4588963963964,2519,35.4588963963964,1813,25.520833333333332,706,9.938063063063064,1813,25.520833333333332,706,9.938063063063064,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.18299549549549549,2519,35.4588963963964,0,0.0,0,0.0,-15.582770270270272,78.95551801801801,63.372747747747745,-3.8543279340536376,0,33.61852684934928,37.246439864516006,33.61852684934928,37.246439864516006,33.61852684934928,37.246439864516006,-18.34035632233138,-12.743680931209978
openai/gpt-5.6-sol,GPT-5.6-sol,static,1,1f132ff10e31780ed9f65474f8408b17d4977b5f506c92b19b7e560013ceda50,band_40_60,9204,926,7805,84.80008691873098,3164,34.37635810517166,0,0.0,0,0.0,0,0.0,0,0.0,7285,79.15036940460669,7285,79.15036940460669,5963,64.78704910908301,1322,14.363320295523685,5963,64.78704910908301,1322,14.363320295523685,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7285,79.15036940460669,0,0.0,0,0.0,-50.42372881355932,84.80008691873098,34.37635810517166,-39.993671334322435,0,77.1540307107164,81.13626976611873,77.1540307107164,81.13626976611873,77.1540307107164,81.13626976611873,-54.90204951900715,-45.9816062756771
openai/gpt-5.6-sol,GPT-5.6-sol,static,2,1f132ff10e31780ed9f65474f8408b17d4977b5f506c92b19b7e560013ceda50,band_40_60,9204,926,7805,84.80008691873098,3115,33.84398087787918,0,0.0,0,0.0,0,0.0,0,0.0,7348,79.8348544111256,7348,79.8348544111256,6019,65.3954802259887,1329,14.439374185136897,6019,65.3954802259887,1329,14.439374185136897,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7348,79.8348544111256,0,0.0,0,0.0,-50.9561060408518,84.80008691873098,33.84398087787918,-39.77192968915991,0,77.88052996506126,81.72841815966923,77.88052996506126,81.72841815966923,77.88052996506126,81.72841815966923,-55.32283007757644,-46.506030193127444
openai/gpt-5.6-sol,GPT-5.6-sol,static,3,1f132ff10e31780ed9f65474f8408b17d4977b5f506c92b19b7e560013ceda50,band_40_60,9204,926,7805,84.80008691873098,3116,33.8548457192525,0,0.0,0,0.0,0,0.0,0,0.0,7341,79.75880052151238,7341,79.75880052151238,6015,65.35202086049544,1326,14.40677966101695,6015,65.35202086049544,1326,14.40677966101695,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7341,79.75880052151238,0,0.0,0,0.0,-50.94524119947849,84.80008691873098,33.8548457192525,-39.44313643949451,0,77.79338788910749,81.66224115221532,77.79338788910749,81.66224115221532,77.79338788910749,81.66224115221532,-55.40612557735284,-46.37816502686462
openai/gpt-5.6-sol,GPT-5.6-sol,static,1,1f132ff10e31780ed9f65474f8408b17d4977b5f506c92b19b7e560013ceda50,band_45_55,9204,926,7805,84.80008691873098,3164,34.37635810517166,0,0.0,0,0.0,0,0.0,0,0.0,7285,79.15036940460669,7285,79.15036940460669,5963,64.78704910908301,1322,14.363320295523685,5963,64.78704910908301,1322,14.363320295523685,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7285,79.15036940460669,0,0.0,0,0.0,-50.42372881355932,84.80008691873098,34.37635810517166,-39.993671334322435,0,77.1540307107164,81.13626976611873,77.1540307107164,81.13626976611873,77.1540307107164,81.13626976611873,-54.90204951900715,-45.9816062756771
