model,label,experiment,condition,cohort_sha256,rule,n,judgments,initial_correct_n,initial_correct_pct,final_correct_n,final_correct_pct,initial_abstention_n,initial_abstention_pct,final_abstention_n,final_abstention_pct,initial_failure_n,initial_failure_pct,final_failure_n,final_failure_pct,categorical_change_n,categorical_change_pct,strict_reversal_n,strict_reversal_pct,lost_correct_n,lost_correct_pct,gained_correct_n,gained_correct_pct,correct_to_wrong_n,correct_to_wrong_pct,wrong_to_correct_n,wrong_to_correct_pct,correct_to_abstention_n,correct_to_abstention_pct,abstention_to_correct_n,abstention_to_correct_pct,correct_to_failure_n,correct_to_failure_pct,failure_to_correct_n,failure_to_correct_pct,initial_exact_50_n,initial_exact_50_pct,final_exact_50_n,final_exact_50_pct,accuracy_change_pp,initial_accuracy_pct,final_accuracy_pct,balanced_accuracy_change_pp,net_abstention_loss_n,categorical_change_lower_95,categorical_change_upper_95,strict_reversal_lower_95,strict_reversal_upper_95,accuracy_change_lower_95,accuracy_change_upper_95
pooled_six_models,Six models pooled,paraphrasing,medium,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_40_60,6000,947,4372,72.86666666666666,4349,72.48333333333333,411,6.85,420,7.0,10,0.16666666666666666,11,0.18333333333333332,656,10.933333333333334,154,2.566666666666667,232,3.8666666666666667,209,3.4833333333333334,81,1.35,73,1.2166666666666666,143,2.3833333333333333,132,2.2,8,0.13333333333333333,4,0.06666666666666667,13,0.21666666666666667,9,0.15,-0.3833333333333333,72.86666666666666,72.48333333333333,-0.8928571428571428,11,9.929579997359465,12.025981440093284,2.127641897004023,3.0103258640139465,-1.0720945168966525,0.31448105385024555
pooled_six_models,Six models pooled,paraphrasing,medium,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_45_55,6000,947,4471,74.51666666666667,4456,74.26666666666667,213,3.55,224,3.7333333333333334,10,0.16666666666666666,11,0.18333333333333332,567,9.45,225,3.75,216,3.6,201,3.35,113,1.8833333333333333,112,1.8666666666666667,95,1.5833333333333333,85,1.4166666666666667,8,0.13333333333333333,4,0.06666666666666667,13,0.21666666666666667,9,0.15,-0.25,74.51666666666667,74.26666666666667,-0.7023809523809524,10,8.5336942938229,10.422961832324383,3.205725687381391,4.3043603114813695,-0.9296612618057377,0.4008825732272622
pooled_six_models,Six models pooled,paraphrasing,medium,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_35_65,6000,947,4244,70.73333333333333,4219,70.31666666666666,651,10.85,638,10.633333333333333,10,0.16666666666666666,11,0.18333333333333332,721,12.016666666666667,103,1.7166666666666666,242,4.033333333333333,217,3.6166666666666667,49,0.8166666666666667,54,0.9,186,3.1,160,2.6666666666666665,7,0.11666666666666667,3,0.05,13,0.21666666666666667,9,0.15,-0.4166666666666667,70.73333333333333,70.31666666666666,-0.8373015873015872,26,10.993613120123694,13.060963775340644,1.3750786694987684,2.0729684908789388,-1.103394839291578,0.2550390925114103
pooled_six_models,Six models pooled,paraphrasing,medium,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,binary_50_tie_violation,6000,947,4577,76.28333333333333,4584,76.4,0,0.0,0,0.0,10,0.16666666666666666,11,0.18333333333333332,397,6.616666666666666,378,6.3,192,3.2,199,3.316666666666667,184,3.066666666666667,194,3.2333333333333334,0,0.0,0,0.0,8,0.13333333333333333,5,0.08333333333333333,13,0.21666666666666667,9,0.15,0.11666666666666668,76.28333333333333,76.4,-0.043650793650793655,0,5.898969757394483,7.359860810730371,5.5892205184373855,7.017808074402873,-0.5360134003350083,0.7698037871526384
pooled_six_models,Six models pooled,paraphrasing,medium,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,binary_50_tie_no_violation,6000,947,4576,76.26666666666667,4585,76.41666666666667,0,0.0,0,0.0,10,0.16666666666666666,11,0.18333333333333332,397,6.616666666666666,378,6.3,191,3.183333333333333,200,3.3333333333333335,183,3.05,195,3.25,0,0.0,0,0.0,8,0.13333333333333333,5,0.08333333333333333,13,0.21666666666666667,9,0.15,0.15,76.26666666666667,76.41666666666667,-0.03571428571428571,0,5.890202451447432,7.36473899470573,5.577817336095561,7.037055611278279,-0.4985669244770698,0.7977473202881308
pooled_six_models,Six models pooled,paraphrasing,heavy,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_40_60,6000,947,4372,72.86666666666666,4392,73.2,411,6.85,412,6.866666666666666,10,0.16666666666666666,9,0.15,606,10.1,139,2.316666666666667,189,3.15,209,3.4833333333333334,69,1.15,70,1.1666666666666667,113,1.8833333333333333,134,2.2333333333333334,7,0.11666666666666667,5,0.08333333333333333,13,0.21666666666666667,15,0.25,0.33333333333333337,72.86666666666666,73.2,0.0,-21,9.14977147852148,11.100066269052352,1.9218025182239893,2.7309315560308605,-0.34934519126241,0.9505191031739704
pooled_six_models,Six models pooled,paraphrasing,heavy,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_45_55,6000,947,4471,74.51666666666667,4479,74.65,213,3.55,225,3.75,10,0.16666666666666666,9,0.15,542,9.033333333333333,218,3.6333333333333333,192,3.2,200,3.3333333333333335,105,1.75,113,1.8833333333333333,80,1.3333333333333333,81,1.35,7,0.11666666666666667,6,0.1,13,0.21666666666666667,15,0.25,0.13333333333333333,74.51666666666667,74.65,-0.15873015873015872,-1,8.10986390306152,9.98324958123953,3.092611166833835,4.1793534403523065,-0.5594639070391786,0.7628904331780775
pooled_six_models,Six models pooled,paraphrasing,heavy,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,band_35_65,6000,947,4244,70.73333333333333,4269,71.15,651,10.85,624,10.4,10,0.16666666666666666,9,0.15,701,11.683333333333334,99,1.65,215,3.5833333333333335,240,4.0,50,0.8333333333333334,49,0.8166666666666667,158,2.6333333333333333,186,3.1,7,0.11666666666666667,5,0.08333333333333333,13,0.21666666666666667,15,0.25,0.4166666666666667,70.73333333333333,71.15,0.17063492063492067,-28,10.668632392473118,12.739589568471215,1.315318497204725,2.0060334402876956,-0.3189069961504727,1.0731323152071204
pooled_six_models,Six models pooled,paraphrasing,heavy,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,binary_50_tie_violation,6000,947,4577,76.28333333333333,4582,76.36666666666666,0,0.0,0,0.0,10,0.16666666666666666,9,0.15,384,6.4,365,6.083333333333333,187,3.1166666666666667,192,3.2,180,3.0,185,3.0833333333333335,0,0.0,0,0.0,7,0.11666666666666667,7,0.11666666666666667,13,0.21666666666666667,15,0.25,0.08333333333333334,76.28333333333333,76.36666666666666,-0.17857142857142855,0,5.671989354624086,7.135679645733658,5.389171152644207,6.800110887096773,-0.601421273143055,0.7021708356797692
pooled_six_models,Six models pooled,paraphrasing,heavy,2f3f08194ac66277d3308c6fc2defec4d8acd162efe76890e7ec538a9bb048ec,binary_50_tie_no_violation,6000,947,4576,76.26666666666667,4589,76.48333333333333,0,0.0,0,0.0,10,0.16666666666666666,9,0.15,378,6.3,359,5.983333333333333,180,3.0,193,3.216666666666667,173,2.8833333333333333,186,3.1,0,0.0,0,0.0,7,0.11666666666666667,7,0.11666666666666667,13,0.21666666666666667,15,0.25,0.21666666666666665,76.26666666666667,76.48333333333333,-0.003968253968253963,0,5.583416917418924,7.04489375260882,5.303679164381362,6.706984330223767,-0.44731610337972166,0.8017576531235889
